semSort,鑑ヘッダ\n文書ヘッダ\n明細行,core_id,table_id,seq,level,繰返し,項目名,項目種,Object Class,Property,Representation,Associated Class,項目定義,UN_CCL_ID,項目種,行番号,SME ID,項目名,項目定義,既定値,繰返し,Level,SME CII XPath,PINT syntax sort,Id,Card.,Level,Business Term,Business Term ja,Description,説明,既定値,UBL XPath
5560,明細行,NC39-NC61,NC39,NC61,2,1..n,明細行,ASBIE,InvoiceDocument,Subordinate,__,InvoiceLineItem,明細行に関する情報からなるクラス,UN01009669,ASBIE,5100,ICL73,請求文書ヘッダ／明細行グループ,明細行に関する情報からなるクラス,,1..n,4,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem,2910,IBG-25,1..n,1,INVOICE LINE,請求書明細行,A group of business terms providing information on individual Invoice lines.,請求書明細行に関する情報を提供するビジネス用語のグループ。,,/Invoice/cac:InvoiceLine
5570,明細行,NC61-01,NC61,01,3,1..1,明細行番号,BBIE,InvoiceLineItem,ID,Identifier,,この文書の明細行に関する情報を特定するために付与した行番号。明細行をユニークに識別するために付番する場合は文書番号との複合キーで明細行を特定する。,UN01009648,BBIE,5110,IID313,明細行番号,この文書の明細行に関する情報を特定するために付与した行番号。明細行をユニークに識別するために付番する場合は文書番号との複合キーで明細行を特定する。,,1..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:ID,2920,IBT-126,1..1,2,Invoice line identifier,請求書明細行ID,A unique identifier for the individual line within the Invoice.,この請求書内で個々の明細行を一意に識別するためのID。,,/Invoice/cac:InvoiceLine/cbc:ID
5580,明細行,NC61-02,NC61,02,3,0..1,明細行類型コード,BBIE,InvoiceLineItem,CategoryCode,Code,,この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。\n=101：資産譲渡（デフォルト）\n＝102：返金\n=103：追加請求\n=104：調整（修正差月請求）,UN01014637,BBIE,5120,IID314,明細行類型コード,この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。\n=101：資産譲渡（デフォルト）\n＝102：返金\n=103：追加請求\n=104：調整（修正差月請求）,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:CategoryCode,,,,,,,,,,
5590,明細行,NC61-03,NC61,03,3,1..1,明細行課税分類譲渡資産金額税抜き,BBIE,InvoiceLineItem,BasisAmount,Amount,,この明細行の課税分類（明細行課税分類コード／税率）毎の税抜き譲渡資産金額（契約単価×請求数量）\n契約単価×数量で指定できない場合は金額,UN01005839,BBIE,5465,IID356,明細行課税分類譲渡資産金額（税抜き）,この明細行の課税分類（明細行課税分類コード／税率）毎の税抜き譲渡資産金額（契約単価×請求数量）\n契約単価×数量で指定できない場合は金額,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:BasisAmount,2980,IBT-131,1..1,2,Invoice line net amount,値引後請求書明細行金額(税抜き),The total amount of the Invoice line (before tax).,値引後の請求書明細行の合計金額(税抜き)。,,/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount
5600,明細行,NC61-04,NC61,04,3,0..1,明細行課税分類譲渡資産金額税込み,BBIE,InvoiceLineItem,GrandTotalAmount,Amount,,この明細行の課税分類毎の税額を含む譲渡資産金額,UN01013040,BBIE,5495,IID360,明細行課税分類譲渡資産金額（税込み）,この明細行の課税分類毎の税額を含む譲渡資産金額,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:GrandTotalAmount,2990,IBT-201,0..1,2,Tax inclusive line net amount (UBL 2.3),値引後請求書明細行金額(税込み),The total amount of the Invoice line (after tax).,値引後の請求書明細行の合計金額(税込み)。,,/Invoice/cac:InvoiceLine/cbc:TaxInclusiveLineExtensionAmount
5610,明細行,,,,,,,,,,,,明細行の決済入に関する情報からなるクラス,UN01009651,ASBIE,5430,ICL82,明細行／決裁グループ,明細行の決済入に関する情報からなるクラス,,1..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement,,,,,,,,,,
5620,明細行,NC61-05,NC61,05,3,1..1,明細行取引方向コード,BBIE,InvoiceLineItem,SettlementDirectionCode,Code,,明細行の取引方向を識別するコード\nデフォルトは「プラス」\n明細行取引類型コードが「返金・追加請求」「調整」を指定場合に利用する。\n金額の「プラス」「マイナス」表示を許容する場合は実装しない。,UN01014641,BBIE,5440,IID354,明細行取引方向コード,明細行の取引方向を識別するコード\nデフォルトは「プラス」\n明細行取引類型コードが「返金・追加請求」「調整」を指定場合に利用する。\n金額の「プラス」「マイナス」表示を許容する場合は実装しない。,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:DirectionCode,,,,,,,,,,
5630,明細行,NC61-NC62,NC61,NC62,3,1..1,明細行取引期間,ASBIE,InvoiceLineItem,Billing,__,LineItem_SpecifiedPeriod,明細行の取引期間に関する情報からなるクラス,UN01014894,ASBIE,5770,ICL88,明細行／取引期間グループ,明細行の取引期間に関する情報からなるクラス,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:BillingCISpecifiedPeriod,3020,IBG-26,0..1,2,INVOICE LINE PERIOD,請求書明細行の期間,A group of business terms providing information about the period relevant for the Invoice line.,請求書明細行に関連する期間に関する情報,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod
5640,明細行,NC62-01,NC62,01,4,1..1,明細行取引開始日,BBIE,LineItem_SpecifiedPeriod,StartDateTime,Date,,この明細行の取引開始日,UN01005612,BBIE,5780,IID385,明細行取引開始日,この明細行の取引開始日,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:BillingCISpecifiedPeriod/ram:StartDateTime/udt:DateTimeString,3030,IBT-134,0..1,3,Invoice line period start date,請求書明細行の期間開始日,The date when the Invoice period for this Invoice line starts.,請求書明細行の請求期間が開始する日付,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate
5650,明細行,NC62-02,NC62,02,4,1..1,明細行取引終了日,BBIE,LineItem_SpecifiedPeriod,EndDateTime,Date,,この明細行の取引終了日,UN01005613,BBIE,5800,IID386,明細行取引終了日,この明細行の取引終了日,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:BillingCISpecifiedPeriod/ram:EndDateTime/udt:DateTimeString,3040,IBT-135,0..1,3,Invoice line period end date,請求書明細行の期間終了日,The date when the Invoice period for this Invoice line ends.,請求書明細行の請求期間が終了する日付,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate
5660,明細行,NC61-NC63,NC61,NC63,3,0..1,明細行配送,ASBIE,InvoiceLineItem,Specified,__,LineItem_Delivery,明細行の納入に関する情報からなるクラス,UN01009650,ASBIE,5370,ICL81,明細行／配送グループ,明細行の納入に関する情報からなるクラス,,1..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery,2950,,0..0,,,,,,,/Invoice/cac:InvoiceLine
5670,明細行,NC63-01,NC63,01,4,0..1,セット数量,BBIE,LineItem_Delivery,PackageQuantity,Quantity,,この明細行品目がセットで請求された場合のセット数量\n流通業の固有仕様,UN01009660,BBIE,5380,IID349,セット数量,この明細行品目がセットで請求された場合のセット数量\n流通業の固有仕様,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:PackageQuantity,,,,,,,,,,
5680,明細行,NC63-02,NC63,02,4,0..1,バラ数量,BBIE,LineItem_Delivery,ProductUnitQuantity,Quantity,,この明細行品目が単体（バラ）で請求された場合の数量\n流通業の固有仕様,UN01009661,BBIE,5390,IID350,バラ数量,この明細行品目が単体（バラ）で請求された場合の数量\n流通業の固有仕様,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:ProductUnitQuantity,,,,,,,,,,
5690,明細行,NC63-03,NC63,03,4,0..1,セット単位数量入り数,BBIE,LineItem_Delivery,PerPackageUnitQuantity,Quantity,,●定貫品目の数量単位指定が「セット」の場合：1セット当たりのバラ数量。\n●定貫品目の数量単位指定が「個」の場合：利用しない\n●不定貫品目の数量単位指定の場合：\n　利用しない。\n●ハイブリッド品目の場合：指定した定貫品目数量単位の1単位当たりの重量等,UN01009662,BBIE,5400,IID351,セット単位数量(入り数）,●定貫品目の数量単位指定が「セット」の場合：1セット当たりのバラ数量。\n●定貫品目の数量単位指定が「個」の場合：利用しない\n●不定貫品目の数量単位指定の場合：\n　利用しない。\n●ハイブリッド品目の場合：指定した定貫品目数量単位の1単位当たりの重量等,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:PerPackageUnitQuantity,,,,,,,,,,
5700,明細行,NC63-04,NC63,04,4,1..1,請求数量,BBIE,LineItem_Delivery,BilledQuantity,Quantity,,この明細行品目のバラ請求数量、またはセット請求数量。\nバラ、セットの区分は数量単位コードで指定する\n流通業取引では利用せず、「セット数量」「バラ数量」情報項目を利用する,UN01014639,BBIE,5410,IID352,請求数量,この明細行品目のバラ請求数量、またはセット請求数量。\nバラ、セットの区分は数量単位コードで指定する\n流通業取引では利用せず、「セット数量」「バラ数量」情報項目を利用する,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:BilledQuantity,2960,IBT-129,1..1,2,Invoiced quantity,請求する数量,The quantity of items (goods or services) that is charged in the Invoice line.,請求書明細行で請求する品目(財又はサービス)の数量。,,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity
5710,明細行,NC63-05,NC63,05,4,0..1,数量単位コード,BBIE,LineItem_Delivery,UnitCode,Code,,数量単位のコード名,,,5420,,数量単位コード,数量単位のコード名,,0.1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:BilledQuantity/@unitCode,2970,IBT-130,1..1,2,Invoiced quantity unit of measure code,請求する数量の数量単位コード,The unit of measure that applies to the invoiced quantity.,請求数量に適用する数量単位コード。,,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode
5720,明細行,NC61-NC64,NC61,NC64,3,0..1,明細行購買会計アカウント,ASBIE,InvoiceLineItem,PurchaseSpecified,__,LineItem_AccountingAccount,この明細行の購買会計アカウントに関するグループ,JPS2300005,ASBIE,5810,ICL89,明細行／購買アカウントグループ,この明細行の購買会計アカウントに関するグループ,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:PurchaseSpecifiedCITradeAccountingAccount,3000,,0..0,,,,,,,/Invoice/cac:InvoiceLine
5730,明細行,NC64-01,NC64,01,4,0..1,明細行購買会計アカウントタイプコード,BBIE,LineItem_AccountingAccount,TypeCode,Code,,売り手が付与する買い手の明細行購買会計アカウント,UN01005683,BBIE,5820,IID387,明細行購買会計アカウントタイプコード,売り手が付与する買い手の明細行購買会計アカウント,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:PurchaseSpecifiedCITradeAccountingAccount/ram:TypeCode,,,,,,,,,,
5740,明細行,NC64-02,NC64,02,4,1..1,明細行購買会計アカウント名,BBIE,LineItem_AccountingAccount,Name,Text,,買い手の明細行購買会計アカウント名,UN01005685,BBIE,5830,IID388,明細行購買会計アカウント名,買い手の明細行購買会計アカウント名,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:PurchaseSpecifiedCITradeAccountingAccount/ram:Name,3010,IBT-133,0..1,2,Invoice line Buyer accounting reference,請求書明細行買い手会計参照,A textual value that specifies where to book the relevant data into the Buyer’s financial accounts.,請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。,,/Invoice/cac:InvoiceLine/cbc:AccountingCost
5750,明細行,NC61-NC65,NC61,NC65,3,0..n,明細行注釈,ASBIE,InvoiceLineItem,Included,__,LineItem_Note,明細行の注釈に関するグループ,JPS2300004,ASBIE,5150,ICL74,明細行／注釈グループ,明細行の注釈に関するグループ,,0..n,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote,2930,,0..0,,,,,,,/Invoice/cac:InvoiceLine
5760,明細行,NC65-01,NC65,01,4,0..1,明細行注釈表題,BBIE,LineItem_Note,Subject,Text,,明細行の注釈内容の表題を示す。,UN01005558,BBIE,5160,IID315,明細行注釈表題,明細行の注釈内容の表題を示す。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote/ram:Subject,,,,,,,,,,
5770,明細行,NC65-02,NC65,02,4,0..1,明細行注釈内容,BBIE,LineItem_Note,Content,Text,,明細行の注釈表題毎の内容情報を入力するフリースペース。,UN01005560,BBIE,5170,IID316,明細行注釈内容,明細行の注釈表題毎の内容情報を入力するフリースペース。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote/ram:Content,2940,IBT-127,0..1,2,Invoice line note,請求書明細行注釈,A textual note that gives unstructured information that is relevant to the Invoice line.,請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。,,/Invoice/cac:InvoiceLine/cbc:Note
5780,明細行,NC65-03,NC65,03,4,0..1,明細行注釈識別子,BBIE,LineItem_Note,ID,Code,,明細行注釈の識別番号,UN01005562,BBIE,5180,IID317,明細行注釈識別子,明細行注釈の識別番号,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote/ram:ID,,,,,,,,,,
5790,明細行,NC61-NC66,NC61,NC66,3,0..1,明細行参照受注書,ASBIE,InvoiceLineItem,SellerOrderReferenced,__,LineItemSellerOrder_ReferencedDocument,明細行の参照受注書クラス,UN01009654,ASBIE,5190,ICL75,明細行契約／明細行参照受注書グループ,明細行の参照受注書クラス,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument,,,,,,,,,,
5800,明細行,NC66-01,NC66,01,4,1..1,明細行参照受注書番号,BBIE,LineItemSellerOrder_ReferencedDocument,IssuerAssignedID,Document Reference,,この明細行が参照する受注書に記載の文書番号,UN01005580,BBIE,5200,IID318,（明細行参照）受注書番号,この明細行が参照する受注書に記載の文書番号,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:IssuerAssignedID,,,,,,,,,,
5810,明細行,NC66-02,NC66,02,4,0..1,明細行参照受注書明細行番号,BBIE,LineItemSellerOrder_ReferencedDocument,LineID,Code,,この明細行が参照する受注書に記載の明細行番号,UN01005585,BBIE,5210,IID319,（明細行参照）受注書明細行番号,この明細行が参照する受注書に記載の明細行番号,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:LineID,,,,,,,,,,
5820,明細行,NC66-03,NC66,03,4,0..1,明細行参照受注書履歴番号,BBIE,LineItemSellerOrder_ReferencedDocument,RevisionID,Code,,この明細行が参照する受注書の変更履歴を管理する番号。,UN01005588,BBIE,5220,IID320,（明細行参照）受注書履歴番号,この明細行が参照する受注書の変更履歴を管理する番号。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
5830,明細行,NC66-04,NC66,04,4,1..1,明細行参照文書タイプコード,BBIE,LineItemSellerOrder_ReferencedDocument,TypeCode,Code,,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,UN01009672,BBIE,5230,IID328,（明細行参照）文書タイプコード,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
5840,明細行,NC61-NC67,NC61,NC67,3,0..1,明細行参照注文書,ASBIE,InvoiceLineItem,BuyerOrderReferenced,__,LineItemBuyerOrder_ReferencedDocument,明細行の参照注文書クラス,UN01009655,ASBIE,5240,ICL76,明細行契約／明細行参照注文書グループ,明細行の参照注文書クラス,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument,3050,,0..1,,,,,,,/Invoice/cac:InvoiceLine/cac:OrderLineReference
5850,明細行,NC67-01,NC67,01,4,1..1,明細行参照注文書番号,BBIE,LineItemBuyerOrder_ReferencedDocument,IssuerAssignedID,Document Reference,,この明細行が参照する注文書に記載の文書番号,UN01005580,BBIE,5250,IID321,（明細行参照）注文書番号,この明細行が参照する注文書に記載の文書番号,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:IssuerAssignedID,3070,IBT-183,0..1,2,Purchase order reference,購買発注書参照,"An identifier for a referenced purchase order	 issued by the Buyer.",買い手が付番した発注番号を参照するためのID。,,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID
5860,明細行,NC67-02,NC67,02,4,0..1,明細行参照注文書明細行番号,BBIE,LineItemBuyerOrder_ReferencedDocument,LineID,Document Reference,,この明細行が参照する注文書に記載の明細行番号,UN01005585,BBIE,5260,IID322,（明細行参照）注文書明細行番号,この明細行が参照する注文書に記載の明細行番号,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:LineID,3060,IBT-132,0..1,2,Referenced purchase order line reference,購買発注明細行参照,"An identifier for a referenced line within a purchase order	 issued by the Buyer.",買い手が付番した発注書内の明細行を参照するためのID。,,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID
5870,明細行,NC67-03,NC67,03,4,0..1,明細行参照注文書履歴番号,BBIE,LineItemBuyerOrder_ReferencedDocument,RevisionID,Code,,この明細行が参照する注文書の変更履歴を管理する番号。,UN01005588,BBIE,5270,IID323,（明細行参照）注文書履歴番号,この明細行が参照する注文書の変更履歴を管理する番号。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
5880,明細行,NC67-04,NC67,04,4,1..1,明細行参照文書タイプコード,BBIE,LineItemBuyerOrder_ReferencedDocument,TypeCode,Code,,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,UN01009672,BBIE,5280,IID328,（明細行参照）文書タイプコード,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,?,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
5890,明細行,NC61-NC68,NC61,NC68,3,0..n,明細行参照文書,ASBIE,InvoiceLineItem,AdditionalReferenced,__,LineItemAdditional_ReferencedDocument,明細行の参照文書クラス,UN01009656,ASBIE,5290,ICL77,明細行契約／明細行参照文書グループ,明細行の参照文書クラス,,0..n,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument,3150,ibg-36,0..1,2,LINE DOCUMENT REFERENCE,明細行文書参照,"An identifier for an object on which the invoice line is based	 given by the Seller.",売り手によって指定された、請求書の明細行の請求の根拠となっているオブジェクトの識別子。,,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]
5900,明細行,NC68-01,NC68,01,4,1..1,明細行参照文書番号,BBIE,LineItemAdditional_ReferencedDocument,IssuerAssignedID,Document Reference,,この明細行が参照する文書に記載の文書番号。\n補完納品書の場合は必須,UN01005580,BBIE,5300,IID324,（明細行参照）文書番号,この明細行が参照する文書に記載の文書番号。\n補完納品書の場合は必須,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:IssuerAssignedID,3160,ibt-188,1..1,3,Invoice line document identifier,明細行文書ID,An identifiers for a document that the invoice line referes to.,請求書明細行が参照する文書のID,,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:ID
5910,明細行,NC68-02,NC68,02,4,0..1,明細行参照文書明細行番号,BBIE,LineItemAdditional_ReferencedDocument,LineID,Code,,この明細行が参照する文書に記載の文書明細行番号。デフォルトは納品書,UN01005585,BBIE,5310,IID325,（明細行参照）文書明細行番号,この明細行が参照する文書に記載の文書明細行番号。デフォルトは納品書,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:LineID,,,,,,,,,,
5920,明細行,NC68-03,NC68,03,4,0..1,明細行参照文書参照タイプコード,BBIE,LineItemAdditional_ReferencedDocument,ReferenceTypeCode,Code,,,UN01005586,BBIE,5320,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。\nデフォルト属性=null,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:ReferenceTypeCode,,,,,,,,,,
5930,明細行,NC68-04,NC68,04,4,0..1,明細行参照文書履歴番号,BBIE,LineItemAdditional_ReferencedDocument,RevisionID,Code,,この明細行が参照する文書の変更履歴を管理する番号。,UN01005588,BBIE,5330,IID327,（明細行参照）文書履歴番号,この明細行が参照する文書の変更履歴を管理する番号。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
