Semmantic Sort,ID,Section,PINT Cardinality,Aligned,Aligned Cardinality,Level,Business Term,名称,Semantic datatype,Desc,定義,Explanation,解説,Example,Syntax Sort,UBL element,UBL datatype,UBL syntax binding,selectors,UBL syntax binding XPath,Restricted syntax cardinality,UBL Occurrence
2290,ibt-173,Aligned,0..1,,0..1,2,Account country subdivision,支払先口座住所 都道府県,Text,The subdivision of a country.,税務代理人の住所の郵便番号。,,,,2830,cbc:CountrySubentity,udt:TextType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity,0..1,0..1
,,,,,,,,,,,,,,,2840,cac:AddressLine,cac:AddressLineType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine,0..1,0..n
2300,ibt-174,Aligned,0..1,,0..1,2,Account address line 3,支払先口座住所欄3,Text,An additional address line in an address that can be used to give further details supplementing the main line.,税務代理人の住所の地方区分。,,日本の場合は、都道府県。,,2850,cbc:Line,xsd:string,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line,1..1,1..1
,,,,,,,,,,,,,,,2860,cac:Country,cac:CountryType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country,0..1,0..1
2310,ibt-175,Aligned,0..1,,0..1,2,Account country code,支払先口座国コード,Code,A code that identifies the country.,税務代理人の住所の国コード。,,ISO 3166で規定されたアルファベット2文字のコード。,,2870,cbc:IdentificationCode,udt:CodeType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode,1..1,0..1
2350,ibg-19,Aligned,0..1,,0..1,1,DIRECT DEBIT,自動口座引落,,A group of business terms to specify a direct debit.,口座引落しを指定するビジネス条件の情報を提供するビジネス用語のグループ。,,,,2880,cac:PaymentMandate,cac:PaymentManudt:DateType,ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate,,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate,0..1,0..1
2360,ibt-089,Shared,0..1,,0..1,2,Mandate reference identifier,マンデーション参照ID,Identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,口座振替依頼を参照するために受取人によって割り当てられた固有ID。,,買い手に事前通知するために使用する。SEPA口座振替である旨を通知するために受取人(支払先)によって割り当てられた固有ID。,,2890,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,0..1,0..1
,,,,,,,,,,,,,,,2900,cac:PayerFinancialAccount,cac:FinancialAccountType,ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount,,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount,0..1,0..1
2370,ibt-091,Shared,0..1,,0..1,2,Debited account identifier,自動引落口座ID,Identifier,The account to be debited by the direct debit.,自動口座引落によって引き落としがされる銀行口座ID。,,,,2910,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,1..1,0..1
1210,ibg-33,Aligned,0..n,,0..n,0,INVOICE TERMS,支払条件,,Information about the terms that apply to the settlement of the invoice amount.,請求金額の決済に適用される条件に関する情報。,,,,2920,cac:PaymentTerms,cac:PaymentTermsType,ubl:Invoice/cac:PaymentTerms,,/ubl:Invoice/cac:PaymentTerms,0..n,0..n
1220,ibt-187,Aligned,0..1,,0..1,1,Terms payment instructions ID,支払条件指示ID,Identifier,The payment instructions that apply to these payment terms.,これらの支払条件を適用する支払指示。,,,,2930,cbc:PaymentMeansID,udt:IdentifierType,ubl:Invoice/cac:PaymentTerms/cbc:PaymentMeansID,,/ubl:Invoice/cac:PaymentTerms/cbc:PaymentMeansID,0..1,0..n
1230,ibt-020,Shared,0..1,,0..1,1,Payment terms,支払条件,Text,A textual description of the payment terms that apply to the amount due for payment (Including description of possible penalties).,支払額に適用される支払条件の説明(罰則の記載を含む)。支払条件の文字による説明。,,"英語での慣用例文 PIA	 Net 30	EOM	21 MFI	1% 10 Net 30	COD	1MD	etc. 
振込手数料を売り手買い手のどちらが負担するかといった情報をテキスト情報として入れ込むことは可能。","月末締め翌月20日払い	 銀行手数料振込人負担",2940,cbc:Note,udt:TextType,ubl:Invoice/cac:PaymentTerms/cbc:Note,,/ubl:Invoice/cac:PaymentTerms/cbc:Note,0..1,0..n
1240,ibt-176,Aligned,0..1,,0..1,1,Terms amount,支払条件金額,Amount,The payment amount that these terms apply to.,これらの条件が適用される支払金額。,,,,2950,cbc:Amount,udt:AmountType,ubl:Invoice/cac:PaymentTerms/cbc:Amount,,/ubl:Invoice/cac:PaymentTerms/cbc:Amount,0..1,0..1
1250,ibt-177,Aligned,0..1,,0..1,1,Terms installment due date,分割支払支払期日,Date,The date before end of which the terms amount shall be settled.,分割支払の場合の各支払期日。,The date is described in the Christian era and is YYYY-MM-DD. ,日付表示は西暦表示で、YYYY-MM-DD となる。,,2960,cbc:InstallmentDueDate,udt:DateType,ubl:Invoice/cac:PaymentTerms/cbc:InstallmentDueDate,,/ubl:Invoice/cac:PaymentTerms/cbc:InstallmentDueDate,0..1,0..1
2380,ibg-35,Aligned,0..n,,0..n,0,Paid amounts,支払済金額,,Breakdown of the paid amount deducted from the amount due.,請求書通貨での支払済金額を提供するビジネス用語のグループ。,,,,2970,cac:PrepaidPayment,cac:PaymentType,ubl:Invoice/cac:PrepaidPayment,,/ubl:Invoice/cac:PrepaidPayment,0..n,0..n
2390,ibt-179,Aligned,0..1,,0..1,1,Payment identifier,支払ID,Identifier,"An identifier that references the payment	 such as bank transfer identifier.",銀行振込のIDなど、支払を参照するID,,,,2980,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:PrepaidPayment/cbc:ID,,/ubl:Invoice/cac:PrepaidPayment/cbc:ID,0..1,0..1
2400,ibt-180,Aligned,0..1,Aligned,1..1,1,Paid amount,支払済金額,Amount,The amount of the payment in the invoice currency.,請求書通貨での支払済金額。,,日本では必須項目。,,2990,cbc:PaidAmount,udt:AmountType,ubl:Invoice/cac:PrepaidPayment/cbc:PaidAmount,,/ubl:Invoice/cac:PrepaidPayment/cbc:PaidAmount,1..1,0..1
2410,ibt-181,Aligned,0..1,,0..1,1,The date when the paid amount is debited to the invoice.,支払済金額が請求書に差引記載される日,Date,The date when the prepaid amount was received by the seller.,前払金額を売り手が受領した日。,The date is described in the Christian era and is YYYY-MM-DD. ,日付表示は西暦表示で、YYYY-MM-DD となる。,,3000,cbc:ReceivedDate,udt:DateType,ubl:Invoice/cac:PrepaidPayment/cbc:ReceivedDate,,/ubl:Invoice/cac:PrepaidPayment/cbc:ReceivedDate,0..1,0..1
2420,ibt-182,Aligned,0..1,,0..1,1,Payment type,支払タイプ,Code,The type of the the payment.,支払いのタイプ。,,,,3010,cbc:InstructionID,udt:IdentifierType,ubl:Invoice/cac:PrepaidPayment/cbc:InstructionID,,/ubl:Invoice/cac:PrepaidPayment/cbc:InstructionID,0..1,0..1
2430,ibg-20,Shared,0..n,,0..n,0,DOCUMENT LEVEL ALLOWANCES,請求書レベルの返金,,A group of business terms providing information about allowances applicable to the Invoice as a whole.,請求書レベルの返金に関する情報を提供するビジネス用語のグループ。,,,,3020,cac:AllowanceCharge,cac:AllowanceChargeType,ubl:Invoice/cac:AllowanceCharge,cbc:ChargeIndicator = false,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],0..n,0..n
2440,ibt-092,Shared,1..1,,1..1,1,Document level allowance amount,請求書レベルの返金金額(税抜き),Amount,"The amount of an allowance	 without TAX.",返金金額(税抜き)。,,,3000,3070,cbc:Amount,udt:AmountType,ubl:Invoice/cac:AllowanceCharge/cbc:Amount,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,1..1,1..1
2450,ibt-093,Shared,0..1,,0..1,1,Document level allowance base amount,請求書レベルの返金金額の基準となる金額,Amount,"The base amount that may be used	 in conjunction with the document level allowance percentage	 to calculate the document level allowance amount.",請求書レベルの返金の率を乗じて請求書レベルの返金金額を算出する際に使用される基準金額。,,,,3090,cbc:BaseAmount,udt:AmountType,ubl:Invoice/cac:AllowanceCharge/cbc:BaseAmount,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,0..1,0..1
2460,ibt-094,Shared,0..1,,0..1,1,Document level allowance percentage,請求書レベルの返金の率,Percentage,"The percentage that may be used	 in conjunction with the document level allowance base amount	 to calculate the document level allowance amount.",請求書レベルの返金基準金額に乗じて、請求書レベルの返金金額を算出する際に使用されるパーセント。,,,,3060,cbc:MultiplierFactorNumeric,udt:NumericType,ubl:Invoice/cac:AllowanceCharge/cbc:MultiplierFactorNumeric,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,0..1,0..1
2470,ibt-097,Shared,0..1,,0..1,1,Document level allowance reason,請求書レベルの返金の理由,Text,"The reason for the document level allowance	 expressed as text.",請求書レベルの返金の理由をテキストで表現。,,,値引,3050,cbc:AllowanceChargeReason,udt:TextType,ubl:Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReason,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,0..1,0..n
2480,ibt-098,Shared,0..1,,0..1,1,Document level allowance reason code,請求書レベルの返金の理由コード,Code,"The reason for the document level allowance	 expressed as a code.",請求書レベルの返金の理由コード。,,,95,3040,cbc:AllowanceChargeReasonCode,udt:CodeType,ubl:Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,0..1,0..1
2490,ibt-095,Aligned,0..n,Aligned,1..1,1,Document level allowance TAX category code,請求書レベルの返金の課税分類コード,Code,A coded identification of what TAX category applies to the document level allowance.,請求書レベルの返金に適用される課税分類コード。,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. The operation in Japan is as follows.
S Standard rate Consumption Tax
AA Lower rate Consumption Tax
E Exempt from Tax 
G Free export item	 Consumption Tax not charged
O Outside scope of tax (The seller is not registered for Consumption Tax.)",日本では必須項目。,S,3120,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:ID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID,1..1,0..1
2500,ibt-095-1,Aligned,1..1,,1..1,2,Document level allowance TAX category code Tax Scheme,,Code,,,,,,3180,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cac:TaxScheme/cbc:ID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,1..1,1..1
2510,ibt-096,Aligned,0..1,,0..1,1,Document level allowance TAX rate,請求書レベルの返金の税率,Percentage,"The TAX rate	 represented as percentage that applies to the document level allowance.",請求書レベルの返金に適用される消費税率(パーセント)。,,,10,3140,cbc:Percent,udt:PercentType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:Percent,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent,0..1,0..1
2520,ibt-196,Aligned,0..1,Aligned,0..0,1,Document level allowance TAX exemption reason code,請求書レベルの返金の非課税理由テキスト,Code,A coded statement of the reason for why the document level allowance amount is exempted from TAX.,請求書レベルの返金が非課税または課税されない理由をテキストで表現。,,日本では使用しない。,,3150,cbc:TaxExemptionReasonCode,udt:CodeType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TaxExemptionReasonCode,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReasonCode,0..0,0..1
2530,ibt-197,Aligned,0..1,Aligned,0..0,1,Document level allowance TAX exemption reason text,請求書レベルの返金の非課税理由コード,Text,A textual statement of the reason why the document level allowance amount is exempted from TAX or why no TAX is being charged.,請求書レベルの返金が非課税または課税されない理由をコードで表現。,,日本では使用しない。,,3160,cbc:TaxExemptionReason,udt:TextType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TaxExemptionReason,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReason,0..0,0..n
2540,ibg-21,Shared,0..n,,0..n,0,DOCUMENT LEVEL CHARGES,請求書レベルの追加請求,,"A group of business terms providing information about charges and taxes other than TAX	 applicable to the Invoice as a whole.",請求書レベルの追加請求や追加税(消費税以外)に関する情報を提供するビジネス用語のグループ。,,,,3190,cac:AllowanceCharge,cac:AllowanceChargeType,ubl:Invoice/cac:AllowanceCharge,cbc:ChargeIndicator = true,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()],0..n,0..n
2550,ibt-099,Shared,1..1,,1..1,1,Document level charge amount,請求書レベルの追加請求金額(税抜き),Amount,"The amount of a charge	 without TAX.",追加請求金額(税抜き)。,,,3000,3240,cbc:Amount,udt:AmountType,ubl:Invoice/cac:AllowanceCharge/cbc:Amount,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,1..1,1..1
2560,ibt-100,Shared,0..1,,0..1,1,Document level charge base amount,請求書レベルの追加請求金額の基準となる金額,Amount,"The base amount that may be used	 in conjunction with the document level charge percentage	 to calculate the document level charge amount.",請求書レベルの追加請求率を乗じて請求書レベルの追加請求金額を算出する際に使用される基準金額。,,,,3260,cbc:BaseAmount,udt:AmountType,ubl:Invoice/cac:AllowanceCharge/cbc:BaseAmount,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,0..1,0..1
2570,ibt-101,Shared,0..1,,0..1,1,Document level charge percentage,請求書レベルの追加請求の率,Percentage,"The percentage that may be used	 in conjunction with the document level charge base amount	 to calculate the document level charge amount.",請求書レベルの追加請求基準金額に乗じて請求書レベルの追加請求金額を算出するために使用されるパーセント。,,,,3230,cbc:MultiplierFactorNumeric,udt:NumericType,ubl:Invoice/cac:AllowanceCharge/cbc:MultiplierFactorNumeric,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,0..1,0..1
2580,ibt-104,Shared,0..1,,0..1,1,Document level charge reason,請求書レベルの追加請求の理由,Text,"The reason for the document level charge	 expressed as text.",請求書レベルの追加請求の理由をテキストで表現。,,,配送サービス,3220,cbc:AllowanceChargeReason,udt:TextType,ubl:Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReason,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,0..1,0..n
2590,ibt-105,Shared,0..1,,0..1,1,Document level charge reason code,請求書レベルの追加請求の理由コード,Code,"The reason for the document level charge	 expressed as a code.",請求書レベルの追加請求の理由コード。,,,FC,3210,cbc:AllowanceChargeReasonCode,udt:CodeType,ubl:Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,0..1,0..1
2600,ibt-102,Aligned,0..n,Aligned,1..1,1,Document level charge TAX category code,請求書レベルの追加請求の課税分類コード,Code,A coded identification of what TAX category applies to the document level charge.,請求書レベルの追加請求に適用される課税分類コード。,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. The operation in Japan is as follows.
S Standard rate Consumption Tax
AA Lower rate Consumption Tax
E Exempt from Tax 
G Free export item	 Consumption Tax not charged
O Outside scope of tax (The seller is not registered for Consumption Tax.)",日本では必須項目。,S,3290,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:ID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID,1..1,0..1
2605,ibt-102-1,Aligned,1..1,,1..1,2,Document level charge TAX category code Tax Scheme,,,,,,,,3340,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cac:TaxScheme/cbc:ID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,1..1,0..1
2610,ibt-103,Aligned,0..1,,0..1,1,Document level charge TAX rate,請求書レベルの追加請求の税率,Percentage,"The TAX rate	 represented as percentage that applies to the document level charge.",請求書レベルの追加請求に適用される消費税率(パーセント)。,,,10,3300,cbc:Percent,udt:PercentType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:Percent,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent,0..1,0..1
2620,ibt-198,Aligned,0..1,Aligned,0..0,1,Document level charge TAX exemption reason code,請求書レベルの追加請求の非課税理由テキスト,Code,A coded statement of the reason for why the document level charge amount is exempted from TAX.,請求書レベルの追加請求が非課税または課税されない理由をテキストで表現。,,日本では使用しない。,,3310,cbc:TaxExemptionReasonCode,udt:CodeType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TaxExemptionReasonCode,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReasonCode,0..0,0..1
2630,ibt-199,Aligned,0..1,Aligned,0..0,1,Document level charge TAX exemption reason text,請求書レベルの追加請求の非課税理由コード,Text,A textual statement of the reason why the document level charge amount is exempted from TAX or why no TAX is being charged,請求書レベルの追加請求が非課税または課税されない理由をコードで表現。,,日本では使用しない。,,3320,cbc:TaxExemptionReason,udt:TextType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TaxExemptionReason,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReason,0..0,0..n
3260,ibt-147,Shared,0..1,,0..1,2,Item price discount,品目単価値引(税抜き),Unit Price Amount,The total discount subtracted from the Item gross price to calculate the Item net price.,品目単価(値引後)(税抜き)を計算するために、品目単価(値引前)(税抜き)から差し引かれる値引。,,,,4530,cbc:Amount,udt:AmountType,ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:Amount,,/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,1..1,1..1
3270,ibt-148,Shared,0..1,,0..1,2,Item gross price,品目単価(値引前)(税抜き),Unit Price Amount,"The unit price	 exclusive of TAX	 before subtracting Item price discount.",値引(税抜き)を差し引く前の、品目単価(税抜き)。,,,,4550,cbc:BaseAmount,udt:AmountType,ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:BaseAmount,,/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,0..1,0..1
,,,,,,,,,,,,,,,3030,cbc:ChargeIndicator,udt:IndicatorType,ubl:Invoice/cac:AllowanceCharge/cbc:ChargeIndicator,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1,1..1
,,,,,,,,,,,,,,JPY,3080,@currencyID,xsd:normalizedString,ubl:Invoice/cac:AllowanceCharge/cbc:Amount/@currencyID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID,1..1,1..1
,,,,,,,,,,,,,,,3100,@currencyID,xsd:normalizedString,ubl:Invoice/cac:AllowanceCharge/cbc:BaseAmount/@currencyID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID,1..1,1..1
,,,,,,,,,,,,,,,3110,cac:TaxCategory,cac:TaxCategoryType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory,1..1,0..n
,,,,,,,,,,,,,,,3170,cac:TaxScheme,cac:TaxSchemeType,ubl:Invoice/cac:AllowanceCharge/cac:TaxCategory/cac:TaxScheme,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme,1..1,1..1
,,,,,,,,,,,,,,,3200,cbc:ChargeIndicator,udt:IndicatorType,ubl:Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode/cbc:ChargeIndicator,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode/cbc:ChargeIndicator,1..1,1..1
,,,,,,,,,,,,,,JPY,3250,@currencyID,xsd:normalizedString,ubl:Invoice/cac:AllowanceCharge/cbc:Amount/@currencyID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount/@currencyID,1..1,1..1
,,,,,,,,,,,,,,,3270,@currencyID,xsd:normalizedString,ubl:Invoice/cac:AllowanceCharge/cbc:BaseAmount/@currencyID,,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount/@currencyID,1..1,1..1
,,,,,,,,,,,,,,,3350,cac:TaxTotal,cac:TaxTotalType,ubl:Invoice/cac:TaxTotal,cac:TaxTotal/TaxAmount/@currency = cbc:DocumentCurrencyCode,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode],0..1,0..n
2690,ibt-110,Shared,1..1,,1..1,1,Invoice total TAX amount,請求書消費税合計金額,Amount,The total TAX amount for the Invoice.,請求書消費税合計金額。,,ibt-110 = Σ ibt-117 課税分類毎の消費税額。,25000,3360,cbc:TaxAmount,udt:AmountType,ubl:Invoice/cac:TaxTotal/cbc:TaxAmount,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cbc:TaxAmount,1..1,1..1
,,,,,,,,,,,,,,JPY,3370,@currencyID,xsd:normalizedString,ubl:Invoice/cac:TaxTotal/cbc:TaxAmount/@currencyID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cbc:TaxAmount/@currencyID,1..1,1..1
2800,ibg-23,Aligned,1..n,,1..n,0,TAX BREAKDOWN,税内訳情報,,"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons",課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報を提供するビジネス用語のグループ。,,,,3380,cac:TaxSubtotal,cac:TaxSubtotalType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal,1..n,0..n
2810,ibt-116,Aligned,1..1,,1..1,1,TAX category taxable amount,課税分類毎の課税基準額,Amount,Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).,課税分類/課税分類の消費税率毎の課税基準額の合計。,,,250000,3390,cbc:TaxableAmount,udt:AmountType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxableAmount,1..1,0..1
,,,,,,,,,,,,,,JPY,3400,@currencyID,xsd:normalizedString,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount/@currencyID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxableAmount/@currencyID,1..1,1..1
2820,ibt-117,Aligned,1..1,,1..1,1,TAX category tax amount,課税分類毎の消費税額,Amount,The total TAX amount for a given TAX category.,課税分類毎の消費税額合計。,,,25000,3410,cbc:TaxAmount,udt:AmountType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount,1..1,1..1
,,,,,,,,,,,,,,JPY,3420,@currencyID,xsd:normalizedString,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount/@currencyID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount/@currencyID,1..1,1..1
,,,,,,,,,,,,,,,3430,cac:TaxCategory,cac:TaxCategoryType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory,1..1,1..1
2830,ibt-118,Aligned,1..1,,1..1,1,TAX category code,課税分類コード,Code,Coded identification of a TAX category.,消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。,,,S,3440,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,1..1,0..1
2840,ibt-119,Aligned,0..1,,0..1,1,TAX category rate,課税分類毎の税率,Percentage,"The TAX rate	 represented as percentage that applies for the relevant TAX category.",課税分類毎の税額計算のための率。,,,10,3450,cbc:Percent,udt:PercentType,ubl:Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,0..1,0..1
