seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card,n,code,level,ABIEcode,XPath,d1,d2,d3,d4,SemPath
550,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,明細行参照注文書クラス,明細行の参照注文書クラス,－,,,,,,,,,,
551,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）注文書ID,この明細行が参照する注文書に記載の文書ID,1..1,,JC68_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ BuyerOrderReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC6e_JC62,JC68_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC68_JC13/JC68_JC13_01
552,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）注文書明細行ID,この明細行が参照する注文書に記載の明細行ID,1..1,,JC68_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ BuyerOrderReferencedCIReferencedDocument/ LineID,JC44_JC4f,JC6e_JC62,JC68_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC68_JC13/JC68_JC13_02
553,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）注文書履歴ID,この明細行が参照する注文書の変更履歴を管理するID。,0..1,,JC68_JC13_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ BuyerOrderReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC6e_JC62,JC68_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC68_JC13/JC68_JC13_03
554,明細部,UN01009656,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,,,明細行契約／明細行出荷案内書グループ,取引契約と明細行出荷案内書に関するグループ UN01009672＝＝「351」Despatch advice（出荷案内書）を指定,0..1,1,JC69_e_JC13,3,09656_DespatchAdvice_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13
555,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,（明細行参照）出荷案内書クラス,明細行の参照出荷案内書クラス,－,,,,,,,,,,
556,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）出荷案内書ID,この明細行が参照する文書に記載の文書ID。,1..1,,JC69_e_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_01
557,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）出荷案内書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,1..1,,JC69_e_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ LineID,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_02
558,明細部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1,,JC69_e_JC13_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ ReferenceTypeCode,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_03
559,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）出荷案内書履歴ID,この明細行が参照する出荷案内書の変更履歴を管理するID。,0..1,,JC69_e_JC13_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_04
560,明細部,UN01009672,BBIE,,,,,,,,,,CI_ Referenced_ Document. Type. Code,,,（明細行参照）文書タイプコード,この明細行が参照する文書の文書タイプを識別するコード。デフォルト＝「351」Despatch advice（出荷案内書）,0..1,,JC69_e_JC13_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ TypeCode,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_05
561,明細部,UN01011455,BBIE,,,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,（明細行参照）文書添付ファイル,この文書ヘッダ参照文書の添付バイナリファイルの有無を指定 ありの場合はUN01006015のバイナリファイルID（BASE64）を入力,0..1,,JC69_e_JC13_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ AttachmentBinaryObject,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_06
562,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,（明細行参照）文書サブタイプコード,この明細行が参照する文書の文書サブタイプを識別するコード。デフォルト属性＝「35101」一般納品書,0..1,,JC69_e_JC13_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ SubtypeCode,JC44_JC4f,JC6e_JC62,JC69_e_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_07
563,明細部,UN01009656,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,,,明細行契約／明細行参照文書グループ,取引契約と明細行参照文書に関するグループ,0..n,n,JC69_JC13,3,09656_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13
564,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,（明細行参照）文書クラス,明細行の参照文書クラス,－,,,,,,,,,,
565,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）文書ID,この明細行が参照する文書に記載の文書ID。,1..1,,JC69_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_01
566,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）文書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,1..1,,JC69_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ LineID,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_02
567,明細部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1,,JC69_JC13_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ ReferenceTypeCode,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_03
568,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）文書履歴ID,この明細行が参照する文書の変更履歴を管理するID。,0..1,,JC69_JC13_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_04
569,明細部,UN01009672,BBIE,,,,,,,,,,CI_ Referenced_ Document. Type. Code,,,（明細行参照）文書タイプコード,この明細行が参照する文書の文書タイプを識別するコード。,0..1,,JC69_JC13_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ TypeCode,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_05
570,明細部,UN01011455,BBIE,,,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,（明細行参照）文書添付ファイル,この文書ヘッダ参照文書の添付バイナリファイルの有無を指定 ありの場合はUN01006015のバイナリファイルID（BASE64）を入力,0..1,,JC69_JC13_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ AttachmentBinaryObject,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_06
571,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,（明細行参照）文書サブタイプコード,この明細行が参照する文書の文書サブタイプを識別するコード。,0..1,,JC69_JC13_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ AdditionalReferencedCIReferencedDocument/ SubtypeCode,JC44_JC4f,JC6e_JC62,JC69_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_07
572,明細部,UN01009658,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,,,,,明細行契約／契約単価グループ,明細行の契約単価に関するグループ。,1..1,1,JC6a_JC28,3,09658_05790,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ NetPriceProductCITradePrice,JC44_JC4f,JC6e_JC62,JC6a_JC28,,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28
573,明細部,UN01005790,ABIE,,,,,,,,,CI_ Trade_ Price. Details,,,,契約単価クラス,明細行の契約単価に関する情報からなるクラス。,－,,,,,,,,,,
574,明細部,UN01005791,BBIE,,,,,,,,,,CI_ Trade_ Price. Type. Code,,,単価コード,単価の区分（確定、仮単価等）を識別するコード,0..1,,JC6a_JC28_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ NetPriceProductCITradePrice/ TypeCode,JC44_JC4f,JC6e_JC62,JC6a_JC28,,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28/JC6a_JC28_01
575,明細部,UN01005792,BBIE,,,,,,,,,,CI_ Trade_ Price. Charge. Amount,,,契約単価,発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。,1..1,,JC6a_JC28_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ NetPriceProductCITradePrice/ ChargeAmount,JC44_JC4f,JC6e_JC62,JC6a_JC28,,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28/JC6a_JC28_02
576,明細部,UN01005793,BBIE,,,,,,,,,,CI_ Trade_ Price. Basis. Quantity,,,単価基準数量,✔定貫品目の場合：空欄（デフォルト）、または単価基準数量＝１ ✔不定貫品目、ハイブリッド品目の場合：単価基準数量＝単価の基準となる重量・容量,0..1,,JC6a_JC28_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeAgreement/ NetPriceProductCITradePrice/ BasisQuantity,JC44_JC4f,JC6e_JC62,JC6a_JC28,,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28/JC6a_JC28_03
577,明細部,UN01009650,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,,,,,,,明細行／配送グループ,明細行の配送に関するグループ,1..1,1,JC64_JC6b,3,09650_09659,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeDelivery,JC44_JC4f,JC6e_JC62,JC64_JC6b,,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b
578,明細部,UN01009659,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Details,,,,,,明細行納入クラス,明細行の納入に関する情報からなるクラス,-,,,,,,,,,,
579,明細部,UN01009660,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Package. Quantity,,,,,請求セット数量,この明細行品目の請求セット数量 流通業の固有仕様,0..1,,JC64_JC6b_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeDelivery/ PackageQuantity,JC44_JC4f,JC6e_JC62,JC64_JC6b,,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b/JC64_JC6b_01
580,明細部,UN01009661,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,,,,,請求バラ数量,この明細行品目の請求バラ数量 流通業の固有仕様,0..1,,JC64_JC6b_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeDelivery/ ProductUnitQuantity,JC44_JC4f,JC6e_JC62,JC64_JC6b,,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b/JC64_JC6b_02
581,明細部,UN01009662,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,,,,,請求セット単位数量(入り数）,✔請求数量の 数量単位指定が定貫品目（バラ）の場合：利用しない ✔ 請求数量の数量単位指定が定貫品目（セット）の場合：1セット当たりのバラ数量を入力。 ✔ 請求数量の数量単位指定が不定貫品目（個数でカウントできない品目）の場合：利用しない。 ✔ 請求数量の数量単位指定がハイブリッド品目の場合：請求数量で指定した数量の1単位当たりの重量等を入力,0..1,,JC64_JC6b_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeDelivery/ PerPackageUnitQuantity,JC44_JC4f,JC6e_JC62,JC64_JC6b,,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b/JC64_JC6b_03
582,明細部,UN01014639,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,,,,,請求数量,この情報項目は取引数量の指定に利用する。この項目の属性として数量単位コードを指定することにより、ずべての品目の取引数量指定に利用できる。流通業の定貫品目取引では、この項目は利用せず「セット数量」または「バラ数量」を利用する。,1..1,,JC64_JC6b_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeDelivery/ BilledQuantity,JC44_JC4f,JC6e_JC62,JC64_JC6b,,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b/JC64_JC6b_04
583,明細部,UN01009651,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,,,,,,,明細行／決裁グループ,明細行の決済に関するグループ,1..1,1,JC65_JC6c,3,09651_09664,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement,JC44_JC4f,JC6e_JC62,JC65_JC6c,,/JC00/JC44_JC4f/JC6e_JC62/JC65_JC6c
584,明細部,UN01009664,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Details,,,,,,明細行決裁クラス,明細行の決済入に関する情報からなるクラス,-,,,,,,,,,,
585,明細部,UN01014641,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,,,,,明細行取引方向コード,明細行の取引方向を識別するコード デフォルトは「プラス」 明細行取引類型コードが「調整」を指定場合に利用する。金額の「プラス」「マイナス」表示を許容する場合は実装しない。,0..1,,JC65_JC6c_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ DirectionCode,JC44_JC4f,JC6e_JC62,JC65_JC6c,,/JC00/JC44_JC4f/JC6e_JC62/JC65_JC6c/JC65_JC6c_01
586,明細部,UN01009665,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,明細行決済／明細行税グループ,明細行決済の税に関するグループ,1..1,1,JC6d_JC2d,3,09665_05832,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d
587,明細部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,明細行税クラス,明細行の税に関する情報に関するクラス,-,,,,,,,,,,
588,明細部,UN01005834,BBIE,,,,,,,,,,CI_ Trade_ Tax. Type. Code,,,明細行税タイプコード,税の種類を識別するコード。デフォルトは消費税；VAT,0..1,,JC6d_JC2d_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax/ TypeCode,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d/JC6d_JC2d_01
589,明細部,UN01005839,BBIE,,,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,明細行譲渡資産金額（税抜き）,この明細行の税抜き譲渡資産金額（契約単価×請求数量＋追加請求金額ー返金金額）契約単価×数量で指定できない場合は金額,0..1,,JC6d_JC2d_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax/ BasisAmount,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d/JC6d_JC2d_02
590,明細部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,明細行課税分類コード,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,1..1,,JC6d_JC2d_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax/ CategoryCode,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d/JC6d_JC2d_03
591,明細部,UN01005850,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category Name. Text,,,明細行課税分類名,消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,0..1,,JC6d_JC2d_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax/ CategoryName,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d/JC6d_JC2d_04
592,明細部,UN01007174,BBIE,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,明細行税率,この明細行の課税分類区分を識別するため、明細行課税分類コードと組み合わせて利用する。,0..1,,JC6d_JC2d_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax/ RateApplicablePercent,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d/JC6d_JC2d_05
593,明細部,UN01013040,BBIE,,,,,,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,明細行譲渡資産金額(税込み),この明細行の税額を含む譲渡資産金額,0..1,,JC6d_JC2d_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax/ GrandTotalAmount,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d/JC6d_JC2d_06
594,明細部,UN01014650,BBIE,,,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,明細行適用税制ID,この明細行取引の税制年度を識別するID デフォルトは「2019」（2019年度税制）,0..1,,JC6d_JC2d_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ ApplicableCITradeTax/ LocalTaxSystemID,JC44_JC4f,JC6e_JC62,JC6d_JC2d,,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d/JC6d_JC2d_07
595,明細部,UN01014642,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,明細行決済／参照インボイス対象物グループ,明細行が参照するインボイス対象物に関するグループ,0..n,n,JC73_JC13,3,14642_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13
596,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,明細行インボイス対象物クラス,明細行が参照するインボイス対象物クラス 文書タイプコード＝380以外のインボイス対象物を参照,－,,,,,,,,,,
597,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）インボイス対象物ID,この明細行が参照するインボイス対象物のID,1..1,,JC73_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13/JC73_JC13_01
598,明細部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,（明細行参照）インボイス対象物発行日,この明細行が参照するインボイス対象物の発行日,0..1,,JC73_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument/ IssueDateTime,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13/JC73_JC13_02
