seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card
442,ヘッダ部,UN01005998,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,文書ヘッダ文書決済／文書ヘッダ追加請求グループ,文書ヘッダの文書ヘッダ追加請求のグループ,0..n
443,ヘッダ部,UN01005706,ABIE,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,文書ヘッダ追加請求クラス,文書ヘッダ返金・追加請求のクラス, -
444,ヘッダ部,UN01005707,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,文書ヘッダ返金・追加請求判別子,"文書ヘッダ返金と文書ヘッダ追加請求を識別する判別子
属性：True＝Charge",1..1
445,ヘッダ部,UN01005710,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,文書ヘッダ追加請求計算率,この文書ヘッダ追加請求を計算するための率,0..1
446,ヘッダ部,UN01005713,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,文書ヘッダ追加請求金額,この文書ヘッダ追加請求の請求金額,0..1
447,ヘッダ部,UN01005714,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,文書ヘッダ追加請求理由コード,この文書ヘッダ追加請求の理由を識別するコード,0..1
448,ヘッダ部,UN01005715,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,文書ヘッダ追加請求理由,この文書ヘッダ追加請求の理由（内容）の説明,0..1
449,ヘッダ部,UN01008286,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,文書ヘッダ追加請求計算根拠金額,この文書ヘッダ追加請求の計算根拠となる金額,0..1
450,ヘッダ部,UN01005716,ASBIE,,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,文書ヘッダ返金／文書ヘッダ追加請求税グループ,文書ヘッダ追加請求の税に関するグループ,0..n
451,ヘッダ部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,文書ヘッダ追加請求税クラス,文書ヘッダ追加請求の税クラス,－
452,ヘッダ部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,文書ヘッダ追加請求課税分類コード,文書ヘッダ追加請求の課税分類コード,1..1
453,ヘッダ部,UN01007174,BBIE,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,文書ヘッダ追加請求税率,文書ヘッダ追加請求の税率,0..1
454,ヘッダ部,UN01005996,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,文書ヘッダ決済／文書ヘッダ税グループ,文書ヘッダの税に関するグループ。,1..n
455,ヘッダ部,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,文書ヘッダ税クラス,文書ヘッダの税に関する情報からなるクラス, -
456,ヘッダ部,UN01005833,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,文書ヘッダ課税分類税額,"文書ヘッダの課税分類毎に端数処理計算した税額。
文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",0..1
457,ヘッダ部,UN01005834,BBIE,,,,,,,,CI_ Trade_ Tax. Type. Code,,,,,文書ヘッダ税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉徴収税：SWT",0..1
458,ヘッダ部,UN01005839,BBIE,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,,,文書ヘッダ課税分類譲渡資産合計金額（税抜き）,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額
文書ヘッダ譲渡資産総合計金額（税抜き）＝∑明細行譲渡資産金額（税抜き）＋Σ文書ヘッダ追加請求金額ーΣ文書ヘッダ返金金額",0..1
459,ヘッダ部,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,文書ヘッダ課税分類コード,"文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード
課税分類ごとにクラスを設ける",1..1
460,ヘッダ部,UN01005842,BBIE,,,,,,,,CI_ Trade_ Tax. Currency. Code,,,,,課税分類税通貨コード,"=「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。文書通貨コードが「外貨」を指定された場合は文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する",0..1
461,ヘッダ部,UN01005850,BBIE,,,,,,,,CI_ Trade_ Tax. Category Name. Text,,,,,文書ヘッダ課税分類名,文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,0..1
462,ヘッダ部,UN01007174,BBIE,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,文書ヘッダ税率,文書ヘッダヘッダの課税分類毎の税額計算のための率。,0..1
463,ヘッダ部,UN01013040,BBIE,,,,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,,,文書ヘッダ課税分類譲渡資産合計金額(税込み),明細行の課税分類毎の税額を含む譲渡資産金額の合計金額,0..1
464,ヘッダ部,UN01013096,BBIE,,,,,,,,CI_ Trade_ Tax. Calculation Method. Code,,,,,文書ヘッダ税計算方式,"文書ヘッダの金額の税込み、税抜きを指定。
デフォルトは「税抜き」",0..1
465,ヘッダ部,UN01014650,BBIE,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,文書ヘッダ適用税制ID,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",0..1
466,ヘッダ部,UN01005996,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,文書ヘッダ決済／税グループ,外貨建て請求書の税率別課税分類合計額算出のための税グループ,0..n
467,ヘッダ部,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,（外貨建て請求書）文書ヘッダ税クラス,"外貨建て請求書の文書ヘッダの税に関する情報からなるクラス
UN01005914文書通貨コード＝「外貨」、UN01005913税通貨コード＝[JPY」の場合に利用する'。（円建て請求書の場合は利用しない）", -
468,ヘッダ部,UN01005833,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,（外貨建て請求書）文書ヘッダ課税分類税額,"外貨建て請求書の文書ヘッダの課税分類毎に端数処理計算した税額。
属性＝「JPY」
外貨建て請求書の文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",0..1
469,ヘッダ部,UN01005839,BBIE,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,,,（外貨建て請求書）文書ヘッダ課税分類譲渡資産合計金額（税抜き）,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額
属性＝「JPY」
文書ヘッダ譲渡資産総合計金額（税抜き）＝∑明細行譲渡資産金額（税抜き）＋Σ文書ヘッダ追加請求金額ーΣ文書ヘッダ返金金額",0..1
470,ヘッダ部,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,（外貨建て請求書）文書ヘッダ課税分類コード,外貨建て請求書の文書ヘッダの課税分類（標準税率、軽減税率）を識別するコード,1..1
471,ヘッダ部,UN01005842,BBIE,,,,,,,,CI_ Trade_ Tax. Currency. Code,,,,,（外貨建て請求書）課税分類税通貨コード,"外貨建て請求書の税額を日本円で表示することを指定するコード
属性=「JPY」",0..1
472,ヘッダ部,UN01007174,BBIE,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,（外貨建て請求書）文書ヘッダ税率,外貨建て請求書の文書ヘッダの課税分類毎の税額計算のための率。,0..1
473,ヘッダ部,UN01014650,BBIE,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,文書ヘッダ適用税制ID,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",0..1
474,ヘッダ部,UN01005997,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,文書ヘッダ決済／取引期間グループ,文書ヘッダの取引期間に関するグループ,0..1
475,ヘッダ部,UN01005608,ABIE,,,,,,,CI_ Specified_ Period. Details,,,,,,文書ヘッダ取引期間クラス,取引期間に関する情報からなるクラス,－
476,ヘッダ部,UN01005612,BBIE,,,,,,,,CI_ Specified_ Period. Start. Date Time,,,,,文書ヘッダ取引開始日,この文書ヘッダの取引開始日,0..1
477,ヘッダ部,UN01005613,BBIE,,,,,,,,CI_ Specified_ Period. End. Date Time,,,,,文書ヘッダ取引終了日,この文書ヘッダの取引終了日,1..1
478,ヘッダ部,UN01006002,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,,,,,,,文書ヘッダ決済／合計金額グループ,文書ヘッダの合計金額に関するグループ,0..1
479,ヘッダ部,UN01006006,ABIE,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Details,,,,,,文書ヘッダ合計金額クラス,文書ヘッダ合計金額に関する情報からなるクラス,－
480,ヘッダ部,UN01006008,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,,,,,文書ヘッダ追加請求合計金額,文書ヘッダレベルの追加請求合計金額,0..1
481,ヘッダ部,UN01006009,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,,,,,文書ヘッダ返金合計金額,文書ヘッダレベルの返金合計金額,0..1
482,ヘッダ部,UN01006011,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,文書ヘッダ合計税額,文書ヘッダの合計税額,0..1
483,ヘッダ部,UN01008455,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,,,,,文書ヘッダグロス合計金額（税抜き）,文書ヘッダレベルの追加請求・返金を除く明細文薗の資産譲渡金額の合計金額（税抜き）,0..1
484,ヘッダ部,UN01008456,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,,,,,文書ヘッダ譲渡資産合計金額(税抜き),"文書ヘッダ明細行の合計金額（税抜き）
文書ヘッダレベルの追加請求・返金を含む",0..1
485,ヘッダ部,UN01008457,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,,,,,文書ヘッダ譲渡資産合計金額(税込み),"文書ヘッダ明細行の合計金額（税込み）
文書ヘッダレベルの追加請求・返金を含む",0..1
486,ヘッダ部,UN01011519,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,,,文書ヘッダ総合計金額（税込み）,"文書ヘッダの総合計金額（税込み）
=文書ヘッダ合計金額（税抜き）＋文書ヘッダ合計税額",0..1
487,ヘッダ部,UN01006002,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,,,,,,,文書ヘッダ決済／外貨建て請求書合計金額グループ,"外貨建て請求書文書ヘッダの合計金額に関するグループ。
",0..1
488,ヘッダ部,UN01006006,ABIE,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Details,,,,,,（外貨建て請求書）文書ヘッダ合計金額クラス,外貨建て請求書)文書ヘッダ合計金額に関する情報からなるクラス,－
489,ヘッダ部,UN01006011,BBIE,,,,,,,,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,（外貨建て請求書）文書ヘッダ合計税額,"外貨建て適格請求文書ヘッダの日本円合計税額。
通貨コード属性＝JPY
文書通貨コード＝「外貨」、税通貨コード＝「JPY」の場合に利用する",0..1
490,ヘッダ部,UN01006003,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,,,文書ヘッダ決済／調整グループ,"文書ヘッダの調整に関するグループ
調整ユースケースで文書タイプが「統合文書」を指定する場合にこのグループは必須。「単一文書」を指定する場合はこのグループは実装しない。",0..n
491,ヘッダ部,UN01005487,ABIE,,,,,,,CI_ Financial_ Adjustment. Details,,,,,,文書ヘッダ調整クラス,文書ヘッダの調整に関する情報からなるクラス,－
492,ヘッダ部,UN01005488,BBIE,,,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,文書ヘッダ調整理由コード,文書ヘッダの調整理由を示す識別コード,0..1
493,ヘッダ部,UN01005489,BBIE,,,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,文書ヘッダ調整理由,文書ヘッダの調整理由を文字で表現した内容,0..1
494,ヘッダ部,UN01005490,BBIE,,,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,,,文書ヘッダ調整金額,"文書ヘッダの調整金額
'=（修正インボイス明細金額ー前回インボイス明細金額）",0..1
495,ヘッダ部,UN01014649,BBIE,,,,,,,,CI_ Financial_ Adjustment. Direction. Code,,,,,文書ヘッダ調整取引方向コード,"文書ヘッダ調整金額、および税額の＋ーを識別するコード
調整ユースケースでは必須",0..1
496,ヘッダ部,UN01014897,ASBIE,,,,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,,,,,文書ヘッダ調整／調整税グループ,文書ヘッダの調整税クラスに関するグループ,0..n
497,ヘッダ部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,文書ヘッダ調整税クラス,文書ヘッダ調整の税クラス,－
498,ヘッダ部,UN01005833,BBIE,,,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,文書ヘッダ調整税額,"文書ヘッダの調整税額
＝文書ヘッダ課税分類税額ー文書ヘッダ調整参照文書課税分類税額",0..1
499,ヘッダ部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,文書ヘッダ調整課税分類コード,文書ヘッダ追加請求の課税分類コード,0..1
500,ヘッダ部,UN01007174,BBIE,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,文書ヘッダ調整税率,文書ヘッダ追加請求の税率,1..1
501,ヘッダ部,UN01006004,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ決済／参照インボイス対象物グループ,文書ヘッダの参照インボイス対象物に関するグループ,0..n
502,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）インボイス対象物クラス,"文書ヘッダの参照インボイス対象物クラス
文書タイプコード=380以外のインボイス対象物を参照",－
503,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）インボイス対象物ID,この文書ヘッダが参照するインボイス対象物に記載の文書ID,1..1
504,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,（文書ヘッダ参照）インボイス対象物発行日,この文書ヘッダが参照するインボイス対象物に記載の発行日付,0..1
505,ヘッダ部,UN01005586,BBIE,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,（文書ヘッダ参照）文書参照タイプコード,この文書ヘッダが参照する文書の参照タイプを識別するコード,0..1
506,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）インボイス対象物履歴ID,この文書ヘッダが参照するインボイス対象物の変更履歴を管理するID,0..1
507,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,（文書ヘッダ参照）文書タイプコード,この文書ヘッダが参照するインボイス対象物の文書タイプを識別するコード,0..1
508,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,（文書ヘッダ参照）文書サブタイプコード,この文書ヘッダが参照するインボイス対象物の文書サブタイプを識別するコード,0..1
509,ヘッダ部,UN01006005,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ決済／入札書グループ,文書ヘッダ決済の入札書に関するグループ,0..1
510,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）入札書クラス,文書ヘッダ参照の入札書クラス,－
511,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）入札書ID,この文書ヘッダ参照入札書の文書ID,1..1
512,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,（文書ヘッダ参照）入札書発行日,この文書ヘッダ参照入札書に記載の発行日付,0..1
513,ヘッダ部,UN01005586,BBIE,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,（文書ヘッダ参照）文書参照タイプコード,この文書ヘッダ参照入札書の参照タイプを識別するコード。,0..1
514,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）入札書履歴ID,この文書ヘッダ参照入札書の変更履歴を管理するID。,0..1
515,ヘッダ部,UN01006415,BBIE,,,,,,,,CI_ Referenced_ Document. Information. Text,,,,,（文書ヘッダ参照）入札書説明,この文書ヘッダ参照入札書の説明,0..1
516,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,（文書ヘッダ参照）文書タイプコード,"この文書ヘッダ参照文書の文書タイプを識別するコード
＝「758」(Tender：入札書)
　　→JP-PINT[IBT-017]へマッピング",0..1
517,ヘッダ部,UN01011455,BBIE,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,（文書ヘッダ参照）文書添付ファイル,"この文書ヘッダ参照文書の添付バイナリファイルの有無を指定
ありの場合はUN01006015のバイナリファイルID（BASE64）を入力",0..1
518,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,（文書ヘッ参照）文書サブタイプコード,この文書ヘッダ参照文書の文書サブタイプを識別するコード,0..1
519,ヘッダ部,UN01006005,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ決済／参照前回インボイス文書グループ,文書ヘッダ決済の参照前回インボイス文書に関するグループ,0..n
520,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）前回インボイス文書クラス,"文書ヘッダの参照前回インボイス文書クラス
＝「OI」Previous invoice number」へマッピング",－
521,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）前回インボイス文書ID,この文書ヘッダが参照する前回インボイス文書の文書ID,1..1
522,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,（文書ヘッダ参照）前回インボイス文書発行日,この文書ヘッダが参照する前回インボイス文書に記載の発行日付,0..1
523,ヘッダ部,UN01005586,BBIE,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,（文書ヘッダ参照）インボイス文書参照タイプコード,"この文書ヘッダが参照する前回インボイス文書の参照タイプを識別するコード。
属性＝ 「OI」Previous invoice number」
　　　　→JP-PINT[IBT-025]へマッピング",0..1
524,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）前回インボイス文書履歴ID,この文書ヘッダの参照前回インボイス文書の変更履歴を管理するID。,0..1
525,ヘッダ部,UN01006415,BBIE,,,,,,,,CI_ Referenced_ Document. Information. Text,,,,,（文書ヘッダ参照）前回インボイス文書説明,この文書ヘッダの参照前回インボイス文書の説明,0..1
526,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,（文書ヘッダ参照）文書タイプコード,この文書ヘッダの参照文書の文書タイプを識別するコード,0..1
527,ヘッダ部,UN01011455,BBIE,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,（文書ヘッダ参照）文書添付ファイル,"この文書ヘッダ参照文書の添付バイナリファイルの有無を指定
ありの場合はUN01006015のバイナリファイルID（BASE64）を入力",0..1
528,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,（文書ヘッダ参照）文書サブタイプコード,この文書ヘッダの参照文書の文書サブタイプを識別するコード,0..1
529,ヘッダ部,UN01006080,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,,,,,,,文書ヘッダ決済／購買会計アカウントグループ,この文書ヘッダの購買会計アカウントに関するグループ,0..1
530,ヘッダ部,UN01005680,ABIE,,,,,,,CI_ Trade_ Accounting Account. Details,,,,,,購買会計アカウントクラス,購買会計アカウントに関するクラス,－
531,ヘッダ部,UN01005683,BBIE,,,,,,,,CI_ Trade_ Accounting Account. Type. Code,,,,,購買会計アカウントタイプコード,売り手が付与する買い手の購買会計アカウント,1..1
532,ヘッダ部,UN01005685,BBIE,,,,,,,,CI_ Trade_ Accounting Account. Name. Text,,,,,購買会計アカウント名,買い手の購買会計アカウント名,0..1
533,明細部,UN01009669,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,,,,,,,,,請求文書ヘッダ／明細行グループ,請求文書ヘッダの明細行に関するグループ。,1..n
534,明細部,UN01009647,ABIE,,,,,CIILB_ Subordinate_ Trade Line Item. Details,,,,,,,,明細行クラス,明細行に関する情報からなるクラス, -
535,明細部,UN01009648,BBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,,,,,,,明細行ID,この文書の明細行に関する情報を特定するために付与した行ID。明細行をユニークに識別するために付番する場合は文書IDとの複合キーで明細行を特定する。,1..1
536,明細部,UN01014637,BBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Category. Code,,,,,,,明細行類型コード,"この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",0..1
537,明細部,UN01015533,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Included. CI_ Note,,,,,,,明細行／注釈グループ,明細行の注釈に関するグループ,0..n
538,明細部,UN01005557,ABIE,,,,,,,CI_ Note. Details,,,,,,明細行注釈クラス,明細行の注釈を記述するクラス, -
539,明細部,UN01005558,BBIE,,,,,,,,CI_ Note. Subject. Text,,,,,明細行注釈表題,"明細行の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照",0..1
540,明細部,UN01005560,BBIE,,,,,,,,CI_ Note. Content. Text,,,,,明細行注釈内容,"明細行の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",0..1
541,明細部,UN01005562,BBIE,,,,,,,,CI_ Note. Identification. Identifier,,,,,明細行注釈ID,"明細行注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",0..1
542,明細部,UN01009649,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,,,,,,,明細行／取引契約グループ,明細行の取引契約に関するグループ,1..1
543,明細部,UN01009653,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Details,,,,,,取引契約クラス,取引契約に関する情報からなるクラス,－
544,明細部,UN01009654,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,,,,,明細行契約／明細行参照受注書グループ,取引契約と明細行参照受注書に関するグループ,0..1
545,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,明細行参照受注書クラス,明細行の参照受注書クラス,－
546,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）受注書ID,この明細行が参照する受注書に記載の文書ID,1..1
547,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）受注書明細行ID,この明細行が参照する受注書に記載の明細行ID,1..1
548,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）受注書履歴ID,この明細行が参照する受注書の変更履歴を管理するID。,0..1
549,明細部,UN01009655,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,,,,,明細行契約／明細行参照注文書グループ,取引契約と明細行参照注文書に関するグループ,0..1
550,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,明細行参照注文書クラス,明細行の参照注文書クラス,－
551,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）注文書ID,この明細行が参照する注文書に記載の文書ID,1..1
552,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）注文書明細行ID,この明細行が参照する注文書に記載の明細行ID,1..1
553,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）注文書履歴ID,この明細行が参照する注文書の変更履歴を管理するID。,0..1
554,明細部,UN01009656,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,,,明細行契約／明細行出荷案内書グループ,"取引契約と明細行出荷案内書に関するグループ
UN01009672＝＝「351」Despatch advice（出荷案内書）を指定",0..1
555,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,（明細行参照）出荷案内書クラス,明細行の参照出荷案内書クラス,－
556,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）出荷案内書ID,この明細行が参照する文書に記載の文書ID。,1..1
557,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）出荷案内書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,1..1
558,明細部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1
559,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）出荷案内書履歴ID,この明細行が参照する出荷案内書の変更履歴を管理するID。,0..1
560,明細部,UN01009672,BBIE,,,,,,,,,,"CI_ Referenced_ Document. Type. Code
",,,（明細行参照）文書タイプコード,"この明細行が参照する文書の文書タイプを識別するコード。
デフォルト＝「351」Despatch advice（出荷案内書）",0..1
561,明細部,UN01011455,BBIE,,,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,（明細行参照）文書添付ファイル,"この文書ヘッダ参照文書の添付バイナリファイルの有無を指定
ありの場合はUN01006015のバイナリファイルID（BASE64）を入力",0..1
562,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,（明細行参照）文書サブタイプコード,"この明細行が参照する文書の文書サブタイプを識別するコード。
デフォルト属性＝「35101」一般納品書",0..1
563,明細部,UN01009656,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,,,明細行契約／明細行参照文書グループ,取引契約と明細行参照文書に関するグループ,0..n
564,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,（明細行参照）文書クラス,明細行の参照文書クラス,－
