GL02,GL02-GL55,GL55-GL60d,GL55-GL60c,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL69-02,GL56-02,GL63-01d,GL63-02d,GL63-03d,GL56-01d,GL60-01d,GL60-02d,GL60-03d,GL63-01c,GL63-02c,GL63-03c,GL56-01c,GL60-01c,GL60-02c,GL60-03c,GL61-01,GL61-02,GL61-03
0001-20100125-131-2271-1-5003,,,,,2271-5003,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100125-131-2271-1-5003,1,,,,,,,,,,,account,会費,2010-01-25,ISO4217:JPY,742,諸会費,MembershipExpense,24000,部門,040,040,131,普通預金,OrdinaryDeposit,24000,,,,,,
0001-20100125-131-2271-1-5003,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100125-131-2271-1-5003,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20100125-171-2272-1-5005,,,,,2272-5005,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100125-171-2272-1-5005,0,,,,,,,,,,,account,携帯代,2010-01-25,ISO4217:JPY,727,通信費,CommunicationCost,89119,部門,050,九州,131,普通預金,OrdinaryDeposit,89119,,,,,,
0001-20100125-171-2272-1-5005,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100125-171-2272-1-5005,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20100125-171-2272-1-5005,1,,,,,,,,,,,account,携帯代,2010-01-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4455,部門,050,九州,131,普通預金,OrdinaryDeposit,4455,,,,,,
0001-20100125-171-2272-1-5005,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100125-171-2272-1-5005,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20100125-172-2273-1-5007,,,,,2273-5007,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100125-172-2273-1-5007,0,,,,,,,,,,,account,業務委託費支払い,2010-01-25,ISO4217:JPY,728,業務委託費,SalesPromotionExpense,137143,部門,010,札幌,322,未払金,AccountsPayableOther,137143,部門,000,共通部門,,,
0001-20100125-172-2273-1-5007,1,,,,,,,,,,,account,業務委託費支払い,2010-01-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6857,部門,010,札幌,322,未払金,AccountsPayableOther,6857,部門,000,共通部門,,,
0001-20100125-62-2263-1-4987,,,,,2263-4987,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100125-62-2263-1-4987,0,,,,,,,,,,,account,携帯代,2010-01-25,ISO4217:JPY,727,通信費,CommunicationCost,75739,部門,020,東京,131,普通預金,OrdinaryDeposit,75739,,,,,,
0001-20100125-62-2263-1-4987,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100125-62-2263-1-4987,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100125-62-2263-1-4987,1,,,,,,,,,,,account,携帯代,2010-01-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3786,部門,020,東京,131,普通預金,OrdinaryDeposit,3786,,,,,,
0001-20100125-62-2263-1-4987,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100125-62-2263-1-4987,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100125-72-2264-1-4989,,,,,2264-4989,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100125-72-2264-1-4989,0,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,2864,部門,020,東京,111,現金,CashHand,2864,部門,000,共通部門,,,
0001-20100125-72-2264-1-4989,1,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,143,部門,020,東京,111,現金,CashHand,143,部門,000,共通部門,,,
0001-20100125-72-2264-1-4989,3,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,2815,部門,020,東京,111,現金,CashHand,2815,部門,000,共通部門,,,
0001-20100125-72-2264-1-4989,4,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,140,部門,020,東京,111,現金,CashHand,140,部門,000,共通部門,,,
0001-20100125-72-2264-1-4989,5,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,3399,部門,020,東京,111,現金,CashHand,3399,部門,000,共通部門,,,
0001-20100125-72-2264-1-4989,6,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,部門,020,東京,111,現金,CashHand,169,部門,000,共通部門,,,
0001-20100125-85-2265-1-4991,,,,,2265-4991,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100125-85-2265-1-4991,0,,,,,,,,,,,account,1月給与その他 0001 役員,2010-01-25,ISO4217:JPY,711,役員報酬,DirectorsRemuneration,1720000,部門,020,東京,,,,,,,,,,
0001-20100125-85-2265-1-4991,1,,,,,,,,,,,account,1月給与その他 0001 役員,2010-01-25,ISO4217:JPY,,,,,,,,131,普通預金,OrdinaryDeposit,1124255,,,,,,
0001-20100125-85-2265-1-4991,2,,,,,,,,,,,account,1月給与その他 0001 役員,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,120411,,,,,,
0001-20100125-85-2265-1-4991,3,,,,,,,,,,,account,1月給与その他 0001 役員,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,171200,,,,,,
0001-20100125-85-2265-1-4991,4,,,,,,,,,,,account,1月給与その他 0001 役員,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,164442,,,,,,
0001-20100125-85-2265-1-4991,5,,,,,,,,,,,account,1月給与その他 0001 役員,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,133972,,,,,,
0001-20100125-85-2265-1-4991,6,,,,,,,,,,,account,1月給与その他 0001 役員,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,5720,,,,,,
0001-20100125-85-2265-1-4991,7,,,,,,,,,,,account,1月給与その他 0020 営業部,2010-01-25,ISO4217:JPY,712,給与手当,Payroll,1820930,部門,020,東京,,,,,,,,,,
0001-20100125-85-2265-1-4991,8,,,,,,,,,,,account,1月給与その他 0020 営業部,2010-01-25,ISO4217:JPY,,,,,,,,131,普通預金,OrdinaryDeposit,1349186,,,,,,
0001-20100125-85-2265-1-4991,9,,,,,,,,,,,account,1月給与その他 0020 営業部,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,236045,,,,,,
0001-20100125-85-2265-1-4991,10,,,,,,,,,,,account,1月給与その他 0020 営業部,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,104300,,,,,,
0001-20100125-85-2265-1-4991,11,,,,,,,,,,,account,1月給与その他 0020 営業部,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,28970,,,,,,
0001-20100125-85-2265-1-4991,12,,,,,,,,,,,account,1月給与その他 0020 営業部,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,43305,,,,,,
0001-20100125-85-2265-1-4991,13,,,,,,,,,,,account,1月給与その他 0020 営業部,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,59124,,,,,,
0001-20100125-85-2265-1-4991,14,,,,,,,,,,,account,1月給与その他 1000 札幌営業所,2010-01-25,ISO4217:JPY,712,給与手当,Payroll,790713,部門,010,札幌,,,,,,,,,,
0001-20100125-85-2265-1-4991,15,,,,,,,,,,,account,1月給与その他 1000 札幌営業所,2010-01-25,ISO4217:JPY,,,,,,,,131,普通預金,OrdinaryDeposit,543137,,,,,,
0001-20100125-85-2265-1-4991,16,,,,,,,,,,,account,1月給与その他 1000 札幌営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,103424,,,,,,
0001-20100125-85-2265-1-4991,17,,,,,,,,,,,account,1月給与その他 1000 札幌営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,46300,,,,,,
0001-20100125-85-2265-1-4991,18,,,,,,,,,,,account,1月給与その他 1000 札幌営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,11060,,,,,,
0001-20100125-85-2265-1-4991,19,,,,,,,,,,,account,1月給与その他 1000 札幌営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,50648,,,,,,
0001-20100125-85-2265-1-4991,20,,,,,,,,,,,account,1月給与その他 1000 札幌営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,36144,,,,,,
0001-20100125-85-2265-1-4991,21,,,,,,,,,,,account,1月給与その他 3000 名古屋営業所,2010-01-25,ISO4217:JPY,,,,,,,,131,普通預金,OrdinaryDeposit,514007,,,,,,
0001-20100125-85-2265-1-4991,22,,,,,,,,,,,account,1月給与その他 3000 名古屋営業所,2010-01-25,ISO4217:JPY,712,給与手当,Payroll,735510,部門,030,名古屋,,,,,,,,,,
0001-20100125-85-2265-1-4991,23,,,,,,,,,,,account,1月給与その他 3000 名古屋営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,96352,,,,,,
0001-20100125-85-2265-1-4991,24,,,,,,,,,,,account,1月給与その他 3000 名古屋営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,42600,,,,,,
0001-20100125-85-2265-1-4991,25,,,,,,,,,,,account,1月給与その他 3000 名古屋営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,6380,,,,,,
0001-20100125-85-2265-1-4991,26,,,,,,,,,,,account,1月給与その他 3000 名古屋営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,40759,,,,,,
0001-20100125-85-2265-1-4991,27,,,,,,,,,,,account,1月給与その他 3000 名古屋営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,35412,,,,,,
0001-20100125-85-2265-1-4991,28,,,,,,,,,,,account,1月給与その他 4000 大阪支店,2010-01-25,ISO4217:JPY,712,給与手当,Payroll,917200,部門,040,大阪,,,,,,,,,,
0001-20100125-85-2265-1-4991,29,,,,,,,,,,,account,1月給与その他 4000 大阪支店,2010-01-25,ISO4217:JPY,,,,,,,,131,普通預金,OrdinaryDeposit,698220,,,,,,
0001-20100125-85-2265-1-4991,30,,,,,,,,,,,account,1月給与その他 4000 大阪支店,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,119477,,,,,,
0001-20100125-85-2265-1-4991,31,,,,,,,,,,,account,1月給与その他 4000 大阪支店,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,53400,,,,,,
0001-20100125-85-2265-1-4991,32,,,,,,,,,,,account,1月給与その他 4000 大阪支店,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,14030,,,,,,
0001-20100125-85-2265-1-4991,33,,,,,,,,,,,account,1月給与その他 4000 大阪支店,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,13570,,,,,,
0001-20100125-85-2265-1-4991,34,,,,,,,,,,,account,1月給与その他 4000 大阪支店,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,18503,,,,,,
0001-20100125-85-2265-1-4991,35,,,,,,,,,,,account,1月給与その他 5000 九州営業所,2010-01-25,ISO4217:JPY,712,給与手当,Payroll,549500,部門,050,九州,,,,,,,,,,
0001-20100125-85-2265-1-4991,36,,,,,,,,,,,account,1月給与その他 5000 九州営業所,2010-01-25,ISO4217:JPY,,,,,,,,131,普通預金,OrdinaryDeposit,412755,,,,,,
0001-20100125-85-2265-1-4991,37,,,,,,,,,,,account,1月給与その他 5000 九州営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,67268,,,,,,
0001-20100125-85-2265-1-4991,38,,,,,,,,,,,account,1月給与その他 5000 九州営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,31700,,,,,,
0001-20100125-85-2265-1-4991,39,,,,,,,,,,,account,1月給与その他 5000 九州営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,6740,,,,,,
0001-20100125-85-2265-1-4991,40,,,,,,,,,,,account,1月給与その他 5000 九州営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,18540,,,,,,
0001-20100125-85-2265-1-4991,41,,,,,,,,,,,account,1月給与その他 5000 九州営業所,2010-01-25,ISO4217:JPY,,,,,,,,326,預り金,DepositsReceivedOther,12497,,,,,,
0001-20100125-88-2266-1-4993,,,,,2266-4993,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100125-88-2266-1-4993,0,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,3399,部門,030,名古屋,111,現金,CashHand,3399,部門,000,共通部門,,,
0001-20100125-88-2266-1-4993,1,,,,,,,,,,,account,新聞代,2010-01-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,部門,030,名古屋,111,現金,CashHand,169,部門,000,共通部門,,,
0001-20100126-107-2279-1-5019,,,,,2279-5019,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100126-107-2279-1-5019,1,,,,,,,,,,,account,出産祝い,2010-01-26,ISO4217:JPY,733,交際接待費,EntertainmentExpense,10000,部門,040,040,111,現金,CashHand,10000,部門,000,共通部門,,,
0001-20100126-113-2280-1-5021,,,,,2280-5021,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100126-113-2280-1-5021,0,,,,,,,,,,,account,携帯代,2010-01-26,ISO4217:JPY,727,通信費,CommunicationCost,95585,部門,040,大阪,131,普通預金,OrdinaryDeposit,95585,,,,,,
0001-20100126-113-2280-1-5021,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100126-113-2280-1-5021,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20100126-113-2280-1-5021,1,,,,,,,,,,,account,携帯代,2010-01-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4779,部門,040,大阪,131,普通預金,OrdinaryDeposit,4779,,,,,,
0001-20100126-113-2280-1-5021,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100126-113-2280-1-5021,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20100126-29-2274-1-5009,,,,,2274-5009,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100126-29-2274-1-5009,0,,,,,,,,,,,account,携帯電話代,2010-01-26,ISO4217:JPY,727,通信費,CommunicationCost,73999,部門,010,札幌,131,普通預金,OrdinaryDeposit,73999,,,,,,
0001-20100126-29-2274-1-5009,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100126-29-2274-1-5009,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20100126-29-2274-1-5009,1,,,,,,,,,,,account,携帯電話代,2010-01-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3699,部門,010,札幌,131,普通預金,OrdinaryDeposit,3699,,,,,,
0001-20100126-29-2274-1-5009,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100126-29-2274-1-5009,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20100126-37-2275-1-5011,,,,,2275-5011,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100126-37-2275-1-5011,0,,,,,,,,,,,account,業務委託費,2010-01-26,ISO4217:JPY,728,業務委託費,SalesPromotionExpense,1293239,部門,020,東京,322,未払金,AccountsPayableOther,1293239,部門,000,共通部門,,,
0001-20100126-37-2275-1-5011,1,,,,,,,,,,,account,業務委託費,2010-01-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,64661,部門,020,東京,322,未払金,AccountsPayableOther,64661,部門,000,共通部門,,,
0001-20100126-59-2276-1-5013,,,,,2276-5013,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100126-59-2276-1-5013,0,,,,,,,,,,,account,旅費,2010-01-26,ISO4217:JPY,726,旅費交通費,TravelingExpense,40000,部門,020,東京,111,現金,CashHand,40000,部門,000,共通部門,,,
0001-20100126-59-2276-1-5013,1,,,,,,,,,,,account,旅費,2010-01-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2000,部門,020,東京,111,現金,CashHand,2000,部門,000,共通部門,,,
0001-20100126-78-2277-1-5015,,,,,2277-5015,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100126-78-2277-1-5015,0,,,,,,,,,,,account,業務委託費支払い,2010-01-26,ISO4217:JPY,728,業務委託費,SalesPromotionExpense,180000,部門,030,名古屋,322,未払金,AccountsPayableOther,180000,部門,000,共通部門,,,
0001-20100126-78-2277-1-5015,1,,,,,,,,,,,account,業務委託費支払い,2010-01-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,9000,部門,030,名古屋,322,未払金,AccountsPayableOther,9000,部門,000,共通部門,,,
0001-20100126-87-2278-1-5017,,,,,2278-5017,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100126-87-2278-1-5017,0,,,,,,,,,,,account,携帯代,2010-01-26,ISO4217:JPY,727,通信費,CommunicationCost,54850,部門,030,名古屋,131,普通預金,OrdinaryDeposit,54850,,,,,,
0001-20100126-87-2278-1-5017,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100126-87-2278-1-5017,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20100126-87-2278-1-5017,1,,,,,,,,,,,account,携帯代,2010-01-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2742,部門,030,名古屋,131,普通預金,OrdinaryDeposit,2742,,,,,,
0001-20100126-87-2278-1-5017,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100126-87-2278-1-5017,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20100127-121-2285-1-5031,,,,,2285-5031,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100127-121-2285-1-5031,0,,,,,,,,,,,account,お茶代,2010-01-27,ISO4217:JPY,724,福利厚生費,WelfareExpense,10572,部門,040,大阪,111,現金,CashHand,10572,部門,000,共通部門,,,
0001-20100127-121-2285-1-5031,1,,,,,,,,,,,account,お茶代,2010-01-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,528,部門,040,大阪,111,現金,CashHand,528,部門,000,共通部門,,,
0001-20100127-14-2281-1-5023,,,,,2281-5023,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100127-14-2281-1-5023,0,,,,,,,,,,,account,ガソリン代,2010-01-27,ISO4217:JPY,740,車両費,VehiclesExpense,2858,部門,010,札幌,111,現金,CashHand,2858,部門,000,共通部門,,,
0001-20100127-14-2281-1-5023,1,,,,,,,,,,,account,ガソリン代,2010-01-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,142,部門,010,札幌,111,現金,CashHand,142,部門,000,共通部門,,,
0001-20100127-170-2286-1-5033,,,,,2286-5033,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100127-170-2286-1-5033,0,,,,,,,,,,,account,新聞代,2010-01-27,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,2864,部門,050,九州,111,現金,CashHand,2864,部門,000,共通部門,,,
0001-20100127-170-2286-1-5033,1,,,,,,,,,,,account,新聞代,2010-01-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,143,部門,050,九州,111,現金,CashHand,143,部門,000,共通部門,,,
0001-20100127-30-2282-1-5025,,,,,2282-5025,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100127-30-2282-1-5025,1,,,,,,,,,,,account,保険料支払,2010-01-27,ISO4217:JPY,752,保険料,InsuranceExpense,54320,部門,010,010,131,普通預金,OrdinaryDeposit,54320,,,,,,
0001-20100127-30-2282-1-5025,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100127-30-2282-1-5025,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20100127-38-2283-1-5027,,,,,2283-5027,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100127-38-2283-1-5027,0,,,,,,,,,,,account,宿泊費,2010-01-27,ISO4217:JPY,724,福利厚生費,WelfareExpense,45871,部門,020,東京,322,未払金,AccountsPayableOther,45871,部門,000,共通部門,,,
0001-20100127-38-2283-1-5027,1,,,,,,,,,,,account,宿泊費,2010-01-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2293,部門,020,東京,322,未払金,AccountsPayableOther,2293,部門,000,共通部門,,,
0001-20100127-39-2284-1-5029,,,,,2284-5029,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100127-39-2284-1-5029,0,,,,,,,,,,,account,会費,2010-01-27,ISO4217:JPY,724,福利厚生費,WelfareExpense,8572,部門,020,東京,111,現金,CashHand,8572,部門,000,共通部門,,,
0001-20100127-39-2284-1-5029,1,,,,,,,,,,,account,会費,2010-01-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,428,部門,020,東京,111,現金,CashHand,428,部門,000,共通部門,,,
0001-20100128-13-2287-1-5035,,,,,2287-5035,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100128-13-2287-1-5035,0,,,,,,,,,,,account,タイヤ交換代,2010-01-28,ISO4217:JPY,740,車両費,VehiclesExpense,2400,部門,010,札幌,111,現金,CashHand,2400,部門,000,共通部門,,,
0001-20100128-13-2287-1-5035,1,,,,,,,,,,,account,タイヤ交換代,2010-01-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,120,部門,010,札幌,111,現金,CashHand,120,部門,000,共通部門,,,
0001-20100128-27-2288-1-5037,,,,,2288-5037,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100128-27-2288-1-5037,0,,,,,,,,,,,account,旅費,2010-01-28,ISO4217:JPY,726,旅費交通費,TravelingExpense,26667,部門,010,札幌,111,現金,CashHand,26667,部門,000,共通部門,,,
0001-20100128-27-2288-1-5037,1,,,,,,,,,,,account,旅費,2010-01-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1333,部門,010,札幌,111,現金,CashHand,1333,部門,000,共通部門,,,
0001-20100128-27-2288-1-5037,3,,,,,,,,,,,account,旅費,2010-01-28,ISO4217:JPY,726,旅費交通費,TravelingExpense,29524,部門,010,札幌,111,現金,CashHand,29524,部門,000,共通部門,,,
0001-20100128-27-2288-1-5037,4,,,,,,,,,,,account,旅費,2010-01-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1476,部門,010,札幌,111,現金,CashHand,1476,部門,000,共通部門,,,
0001-20100128-27-2288-1-5037,5,,,,,,,,,,,account,旅費,2010-01-28,ISO4217:JPY,726,旅費交通費,TravelingExpense,21429,部門,010,札幌,111,現金,CashHand,21429,部門,000,共通部門,,,
0001-20100128-27-2288-1-5037,6,,,,,,,,,,,account,旅費,2010-01-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1071,部門,010,札幌,111,現金,CashHand,1071,部門,000,共通部門,,,
0001-20100128-35-2289-1-5039,,,,,2289-5039,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20100128-35-2289-1-5039,0,,,,,,,,,,,account,新聞代,2010-01-28,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,3739,部門,010,札幌,111,現金,CashHand,3739,部門,000,共通部門,,,
0001-20100128-35-2289-1-5039,1,,,,,,,,,,,account,新聞代,2010-01-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,186,部門,010,札幌,111,現金,CashHand,186,部門,000,共通部門,,,
0001-20100128-81-2290-1-5041,,,,,2290-5041,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
