num,GL,GL詳細,借方勘定科目セグメント,貸方勘定科目セグメント,事業セグメント,仕訳ID,ソースコード,ソース説明,ERPサブレジャーモジュール,システムマニュアル識別子,作成者ユーザーID,作成日,仕訳エントリタイプコード,仕訳エントリ行説明,記帳日,通貨コード,借方勘定科目番号,借方勘定科目名,借方財務諸表キャプション,借方金額,借方勘定科目セグメント番号,借方勘定科目セグメントコード,借方勘定科目セグメント名,貸方勘定科目番号,貸方勘定科目名,貸方財務諸表キャプション,貸方金額,貸方勘定科目セグメント番号,貸方勘定科目セグメントコード,貸方勘定科目セグメント名,事業セグメント順序番号,事業セグメントコード,組織タイプ名
13761,0001-20100104-66-2117-1-4695,,,,,2117-4695,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13762,0001-20100104-66-2117-1-4695,0,,,,,,,,,,,account,リース料,2010-01-04,ISO4217:JPY,744,リース料,LeaseExpense,199858,部門,020,東京,131,普通預金,OrdinaryDeposit,199858,,,,,,
13763,0001-20100104-66-2117-1-4695,1,,,,,,,,,,,account,リース料,2010-01-04,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,9992,部門,020,東京,131,普通預金,OrdinaryDeposit,9992,,,,,,
13765,0001-20100104-66-2117-1-4695,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13766,0001-20100104-66-2117-1-4695,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
13767,0001-20100105-143-2122-1-4705,,,,,2122-4705,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13768,0001-20100105-143-2122-1-4705,0,,,,,,,,,,,account,点検作業料,2010-01-05,ISO4217:JPY,740,車両費,VehiclesExpense,29715,部門,040,大阪,111,現金,CashHand,29715,部門,000,共通部門,,,
13769,0001-20100105-143-2122-1-4705,1,,,,,,,,,,,account,点検作業料,2010-01-05,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1485,部門,040,大阪,111,現金,CashHand,1485,部門,000,共通部門,,,
13771,0001-20100105-86-2119-1-4699,,,,,2119-4699,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13773,0001-20100105-86-2119-1-4699,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
13774,0001-20100105-86-2119-1-4699,0,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,,,,,,,,
13775,0001-20100105-86-2119-1-4699,1,,,,,,,,,,,account,10年1月5日伝票No406株式会社　渡辺産業,2010-01-05,ISO4217:JPY,131,普通預金,OrdinaryDeposit,2137952,,,,152,売掛金,AccountsReceivableTradeGross,2137952,部門,000,共通部門,customer,022,㈱渡辺産業
13776,0001-20100105-86-2119-1-4699,2,,,,,,,,,,,account,10年1月5日伝票No406株式会社　渡辺産業,2010-01-05,ISO4217:JPY,741,支払手数料,CommissionExpense,450,部門,050,九州,152,売掛金,AccountsReceivableTradeGross,450,部門,000,共通部門,customer,022,㈱渡辺産業
13777,0001-20100105-86-2119-1-4699,3,,,,,,,,,,,account,10年1月5日伝票No406株式会社　渡辺産業,2010-01-05,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,22,部門,050,九州,152,売掛金,AccountsReceivableTradeGross,22,部門,000,共通部門,customer,022,㈱渡辺産業
13779,0001-20100105-87-2120-1-4701,,,,,2120-4701,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13781,0001-20100105-87-2120-1-4701,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
13782,0001-20100105-87-2120-1-4701,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
13783,0001-20100105-87-2120-1-4701,1,,,,,,,,,,,account,10年1月5日伝票No407佐々木販売株式会社,2010-01-05,ISO4217:JPY,131,普通預金,OrdinaryDeposit,1402191,,,,152,売掛金,AccountsReceivableTradeGross,1402191,部門,000,共通部門,customer,026,佐々木販売㈱
13784,0001-20100105-87-2120-1-4701,2,,,,,,,,,,,account,10年1月5日伝票No407佐々木販売株式会社,2010-01-05,ISO4217:JPY,741,支払手数料,CommissionExpense,450,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,450,部門,000,共通部門,customer,026,佐々木販売㈱
13785,0001-20100105-87-2120-1-4701,3,,,,,,,,,,,account,10年1月5日伝票No407佐々木販売株式会社,2010-01-05,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,22,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,22,部門,000,共通部門,customer,026,佐々木販売㈱
13787,0001-20100105-88-2121-1-4703,,,,,2121-4703,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13789,0001-20100105-88-2121-1-4703,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
13790,0001-20100105-88-2121-1-4703,0,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,,,,,,,,
13791,0001-20100105-88-2121-1-4703,1,,,,,,,,,,,account,10年1月5日伝票No408岩下物産株式会社,2010-01-05,ISO4217:JPY,131,普通預金,OrdinaryDeposit,1412042,,,,152,売掛金,AccountsReceivableTradeGross,1412042,部門,000,共通部門,customer,027,岩下物産㈱
13792,0001-20100106-110-2123-1-4707,,,,,2123-4707,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13793,0001-20100106-110-2123-1-4707,0,,,,,,,,,,,account,タクシー代,2010-01-06,ISO4217:JPY,726,旅費交通費,TravelingExpense,2181,部門,040,大阪,111,現金,CashHand,2181,部門,000,共通部門,,,
13794,0001-20100106-110-2123-1-4707,1,,,,,,,,,,,account,タクシー代,2010-01-06,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,109,部門,040,大阪,111,現金,CashHand,109,部門,000,共通部門,,,
13796,0001-20100106-123-2124-1-4709,,,,,2124-4709,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13797,0001-20100106-123-2124-1-4709,0,,,,,,,,,,,account,切手代,2010-01-06,ISO4217:JPY,727,通信費,CommunicationCost,7620,部門,040,大阪,111,現金,CashHand,7620,部門,000,共通部門,,,
13798,0001-20100106-123-2124-1-4709,1,,,,,,,,,,,account,切手代,2010-01-06,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,380,部門,040,大阪,111,現金,CashHand,380,部門,000,共通部門,,,
13800,0001-20100106-124-2125-1-4711,,,,,2125-4711,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13802,0001-20100106-124-2125-1-4711,1,,,,,,,,,,,account,収入印紙,2010-01-06,ISO4217:JPY,738,租税公課,TaxesOtherThanIncomeTaxes,2000,部門,040,大阪,111,現金,CashHand,2000,部門,000,共通部門,,,
13803,0001-20100107-102-2130-1-4721,,,,,2130-4721,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13804,0001-20100107-102-2130-1-4721,0,,,,,,,,,,,account,差し入れ,2010-01-07,ISO4217:JPY,733,交際接待費,EntertainmentExpense,1000,部門,040,大阪,111,現金,CashHand,1000,部門,000,共通部門,,,
13805,0001-20100107-102-2130-1-4721,1,,,,,,,,,,,account,差し入れ,2010-01-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,50,部門,040,大阪,111,現金,CashHand,50,部門,000,共通部門,,,
13807,0001-20100107-106-2131-1-4723,,,,,2131-4723,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13808,0001-20100107-106-2131-1-4723,0,,,,,,,,,,,account,新年会会費2名,2010-01-07,ISO4217:JPY,733,交際接待費,EntertainmentExpense,19048,部門,040,大阪,111,現金,CashHand,19048,部門,000,共通部門,,,
13809,0001-20100107-106-2131-1-4723,1,,,,,,,,,,,account,新年会会費2名,2010-01-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,952,部門,040,大阪,111,現金,CashHand,952,部門,000,共通部門,,,
13811,0001-20100107-133-2132-1-4725,,,,,2132-4725,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13812,0001-20100107-133-2132-1-4725,0,,,,,,,,,,,account,税理士報酬,2010-01-07,ISO4217:JPY,746,支払報酬,ProfessionalsFee,133058,部門,020,東京,131,普通預金,OrdinaryDeposit,133058,,,,,,
13813,0001-20100107-133-2132-1-4725,1,,,,,,,,,,,account,税理士報酬,2010-01-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6652,部門,020,東京,131,普通預金,OrdinaryDeposit,6652,,,,,,
13815,0001-20100107-133-2132-1-4725,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13816,0001-20100107-133-2132-1-4725,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
13817,0001-20100107-20-2127-1-4715,,,,,2127-4715,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13818,0001-20100107-20-2127-1-4715,0,,,,,,,,,,,account,旅費,2010-01-07,ISO4217:JPY,726,旅費交通費,TravelingExpense,37143,部門,010,札幌,111,現金,CashHand,37143,部門,000,共通部門,,,
13819,0001-20100107-20-2127-1-4715,1,,,,,,,,,,,account,旅費,2010-01-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1857,部門,010,札幌,111,現金,CashHand,1857,部門,000,共通部門,,,
13821,0001-20100107-21-2128-1-4717,,,,,2128-4717,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13822,0001-20100107-21-2128-1-4717,0,,,,,,,,,,,account,JR代,2010-01-07,ISO4217:JPY,726,旅費交通費,TravelingExpense,66191,部門,010,札幌,111,現金,CashHand,66191,部門,000,共通部門,,,
13823,0001-20100107-21-2128-1-4717,1,,,,,,,,,,,account,JR代,2010-01-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3309,部門,010,札幌,111,現金,CashHand,3309,部門,000,共通部門,,,
13825,0001-20100107-22-2129-1-4719,,,,,2129-4719,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13826,0001-20100107-22-2129-1-4719,0,,,,,,,,,,,account,旅費,2010-01-07,ISO4217:JPY,726,旅費交通費,TravelingExpense,47620,部門,010,札幌,111,現金,CashHand,47620,部門,000,共通部門,,,
13827,0001-20100107-22-2129-1-4719,1,,,,,,,,,,,account,旅費,2010-01-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2380,部門,010,札幌,111,現金,CashHand,2380,部門,000,共通部門,,,
13829,0001-20100107-7-2126-1-4713,,,,,2126-4713,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13830,0001-20100107-7-2126-1-4713,0,,,,,,,,,,,account,新年会会費　エイム,2010-01-07,ISO4217:JPY,733,交際接待費,EntertainmentExpense,9524,部門,010,札幌,111,現金,CashHand,9524,部門,000,共通部門,,,
13831,0001-20100107-7-2126-1-4713,1,,,,,,,,,,,account,新年会会費　エイム,2010-01-07,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,476,部門,010,札幌,111,現金,CashHand,476,部門,000,共通部門,,,
13833,0001-20100108-150-2137-1-4735,,,,,2137-4735,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13834,0001-20100108-150-2137-1-4735,0,,,,,,,,,,,account,新年会会費2名,2010-01-08,ISO4217:JPY,733,交際接待費,EntertainmentExpense,15239,部門,050,九州,111,現金,CashHand,15239,部門,000,共通部門,,,
13835,0001-20100108-150-2137-1-4735,1,,,,,,,,,,,account,新年会会費2名,2010-01-08,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,761,部門,050,九州,111,現金,CashHand,761,部門,000,共通部門,,,
13837,0001-20100108-45-2133-1-4727,,,,,2133-4727,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13838,0001-20100108-45-2133-1-4727,0,,,,,,,,,,,account,新年会会費,2010-01-08,ISO4217:JPY,733,交際接待費,EntertainmentExpense,11429,部門,020,東京,111,現金,CashHand,11429,部門,000,共通部門,,,
13839,0001-20100108-45-2133-1-4727,1,,,,,,,,,,,account,新年会会費,2010-01-08,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,571,部門,020,東京,111,現金,CashHand,571,部門,000,共通部門,,,
13841,0001-20100108-50-2134-1-4729,,,,,2134-4729,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13842,0001-20100108-50-2134-1-4729,0,,,,,,,,,,,account,高速代,2010-01-08,ISO4217:JPY,740,車両費,VehiclesExpense,1143,部門,020,東京,111,現金,CashHand,1143,部門,000,共通部門,,,
13843,0001-20100108-50-2134-1-4729,1,,,,,,,,,,,account,高速代,2010-01-08,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,57,部門,020,東京,111,現金,CashHand,57,部門,000,共通部門,,,
13845,0001-20100108-75-2135-1-4731,,,,,2135-4731,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13846,0001-20100108-75-2135-1-4731,0,,,,,,,,,,,account,飲食代　スナックランディ,2010-01-08,ISO4217:JPY,733,交際接待費,EntertainmentExpense,25220,部門,020,東京,111,現金,CashHand,25220,部門,000,共通部門,,,
13847,0001-20100108-75-2135-1-4731,1,,,,,,,,,,,account,飲食代　スナックランディ,2010-01-08,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1260,部門,020,東京,111,現金,CashHand,1260,部門,000,共通部門,,,
13849,0001-20100108-79-2136-1-4733,,,,,2136-4733,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13850,0001-20100108-79-2136-1-4733,0,,,,,,,,,,,account,景品代,2010-01-08,ISO4217:JPY,724,福利厚生費,WelfareExpense,37684,部門,030,名古屋,111,現金,CashHand,37684,部門,000,共通部門,,,
13851,0001-20100108-79-2136-1-4733,1,,,,,,,,,,,account,景品代,2010-01-08,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1884,部門,030,名古屋,111,現金,CashHand,1884,部門,000,共通部門,,,
13853,0001-20100109-112-2139-1-4739,,,,,2139-4739,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13854,0001-20100109-112-2139-1-4739,0,,,,,,,,,,,account,電話代,2010-01-09,ISO4217:JPY,727,通信費,CommunicationCost,162908,部門,040,大阪,131,普通預金,OrdinaryDeposit,162908,,,,,,
13855,0001-20100109-112-2139-1-4739,1,,,,,,,,,,,account,電話代,2010-01-09,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,8145,部門,040,大阪,131,普通預金,OrdinaryDeposit,8145,,,,,,
13857,0001-20100109-112-2139-1-4739,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13858,0001-20100109-112-2139-1-4739,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
13859,0001-20100109-85-2138-1-4737,,,,,2138-4737,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13860,0001-20100109-85-2138-1-4737,0,,,,,,,,,,,account,電話代,2010-01-09,ISO4217:JPY,727,通信費,CommunicationCost,101502,部門,030,名古屋,131,普通預金,OrdinaryDeposit,101502,,,,,,
13861,0001-20100109-85-2138-1-4737,1,,,,,,,,,,,account,電話代,2010-01-09,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,5075,部門,030,名古屋,131,普通預金,OrdinaryDeposit,5075,,,,,,
13863,0001-20100109-85-2138-1-4737,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13864,0001-20100109-85-2138-1-4737,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
13865,0001-20100110-138-2154-1-4769,,,,,2154-4769,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13867,0001-20100110-138-2154-1-4769,1,,,,,,,,,,,account,手形期日落日　チェック,2010-01-10,ISO4217:JPY,301,支払手形,NotesPayableCustomerTradeAccountsPayable,2609859,部門,000,共通部門,121,当座預金,CheckingAccounts,2609859,,,,,,
13868,0001-20100110-138-2154-1-4769,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13869,0001-20100110-138-2154-1-4769,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
13870,0001-20100110-142-2155-1-4771,,,,,2155-4771,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13871,0001-20100110-142-2155-1-4771,0,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,740,車両費,VehiclesExpense,3382,部門,040,大阪,111,現金,CashHand,3382,部門,000,共通部門,,,
13872,0001-20100110-142-2155-1-4771,1,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,部門,040,大阪,111,現金,CashHand,169,部門,000,共通部門,,,
13874,0001-20100110-142-2155-1-4771,3,,,,,,,,,,,account,駐車代,2010-01-10,ISO4217:JPY,740,車両費,VehiclesExpense,5343,部門,040,大阪,111,現金,CashHand,5343,部門,000,共通部門,,,
13875,0001-20100110-142-2155-1-4771,4,,,,,,,,,,,account,駐車代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,267,部門,040,大阪,111,現金,CashHand,267,部門,000,共通部門,,,
13876,0001-20100110-142-2155-1-4771,5,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,740,車両費,VehiclesExpense,2223,部門,040,大阪,111,現金,CashHand,2223,部門,000,共通部門,,,
13877,0001-20100110-142-2155-1-4771,6,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,111,部門,040,大阪,111,現金,CashHand,111,部門,000,共通部門,,,
13878,0001-20100110-142-2155-1-4771,7,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,740,車両費,VehiclesExpense,4306,部門,040,大阪,111,現金,CashHand,4306,部門,000,共通部門,,,
13879,0001-20100110-142-2155-1-4771,8,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,215,部門,040,大阪,111,現金,CashHand,215,部門,000,共通部門,,,
13880,0001-20100110-142-2155-1-4771,9,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,740,車両費,VehiclesExpense,429,部門,040,大阪,111,現金,CashHand,429,部門,000,共通部門,,,
13881,0001-20100110-142-2155-1-4771,10,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,21,部門,040,大阪,111,現金,CashHand,21,部門,000,共通部門,,,
13882,0001-20100110-149-2156-1-4773,,,,,2156-4773,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13883,0001-20100110-149-2156-1-4773,0,,,,,,,,,,,account,新年会会費,2010-01-10,ISO4217:JPY,733,交際接待費,EntertainmentExpense,11429,部門,030,名古屋,111,現金,CashHand,11429,部門,000,共通部門,,,
13884,0001-20100110-149-2156-1-4773,1,,,,,,,,,,,account,新年会会費,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,571,部門,030,名古屋,111,現金,CashHand,571,部門,000,共通部門,,,
13886,0001-20100110-152-2157-1-4775,,,,,2157-4775,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13887,0001-20100110-152-2157-1-4775,0,,,,,,,,,,,account,新年会会費,2010-01-10,ISO4217:JPY,733,交際接待費,EntertainmentExpense,9524,部門,050,九州,111,現金,CashHand,9524,部門,000,共通部門,,,
13888,0001-20100110-152-2157-1-4775,1,,,,,,,,,,,account,新年会会費,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,476,部門,050,九州,111,現金,CashHand,476,部門,000,共通部門,,,
13890,0001-20100110-159-2158-1-4777,,,,,2158-4777,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13891,0001-20100110-159-2158-1-4777,0,,,,,,,,,,,account,タクシー代,2010-01-10,ISO4217:JPY,726,旅費交通費,TravelingExpense,4000,部門,050,九州,111,現金,CashHand,4000,部門,000,共通部門,,,
13892,0001-20100110-159-2158-1-4777,1,,,,,,,,,,,account,タクシー代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,200,部門,050,九州,111,現金,CashHand,200,部門,000,共通部門,,,
13894,0001-20100110-16-2140-1-4741,,,,,2140-4741,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13895,0001-20100110-16-2140-1-4741,0,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,740,車両費,VehiclesExpense,381,部門,010,札幌,111,現金,CashHand,381,部門,000,共通部門,,,
13896,0001-20100110-16-2140-1-4741,1,,,,,,,,,,,account,高速代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,19,部門,010,札幌,111,現金,CashHand,19,部門,000,共通部門,,,
13898,0001-20100110-16-2140-1-4741,3,,,,,,,,,,,account,駐車代,2010-01-10,ISO4217:JPY,740,車両費,VehiclesExpense,762,部門,010,札幌,111,現金,CashHand,762,部門,000,共通部門,,,
13899,0001-20100110-16-2140-1-4741,4,,,,,,,,,,,account,駐車代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,38,部門,010,札幌,111,現金,CashHand,38,部門,000,共通部門,,,
13900,0001-20100110-162-2159-1-4779,,,,,2159-4779,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13901,0001-20100110-162-2159-1-4779,0,,,,,,,,,,,account,会議　食事代,2010-01-10,ISO4217:JPY,734,会議費,ConventionExpense,23805,部門,020,東京,111,現金,CashHand,23805,部門,000,共通部門,,,
13902,0001-20100110-162-2159-1-4779,1,,,,,,,,,,,account,会議　食事代,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1190,部門,020,東京,111,現金,CashHand,1190,部門,000,共通部門,,,
13904,0001-20100110-168-2160-1-4781,,,,,2160-4781,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13905,0001-20100110-168-2160-1-4781,0,,,,,,,,,,,account,有線,2010-01-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,6000,部門,050,九州,322,未払金,AccountsPayableOther,6000,部門,000,共通部門,,,
13906,0001-20100110-168-2160-1-4781,1,,,,,,,,,,,account,有線,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,300,部門,050,九州,322,未払金,AccountsPayableOther,300,部門,000,共通部門,,,
13908,0001-20100110-168-2160-1-4781,3,,,,,,,,,,,account,警備料,2010-01-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,42858,部門,050,九州,322,未払金,AccountsPayableOther,42858,部門,000,共通部門,,,
13909,0001-20100110-168-2160-1-4781,4,,,,,,,,,,,account,警備料,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2142,部門,050,九州,322,未払金,AccountsPayableOther,2142,部門,000,共通部門,,,
13910,0001-20100110-42-2141-1-4743,,,,,2141-4743,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13911,0001-20100110-42-2141-1-4743,0,,,,,,,,,,,account,年始挨拶手土産品　五越百貨店,2010-01-10,ISO4217:JPY,733,交際接待費,EntertainmentExpense,23105,部門,020,東京,111,現金,CashHand,23105,部門,000,共通部門,,,
13912,0001-20100110-42-2141-1-4743,1,,,,,,,,,,,account,年始挨拶手土産品　五越百貨店,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1155,部門,020,東京,111,現金,CashHand,1155,部門,000,共通部門,,,
13914,0001-20100110-44-2142-1-4745,,,,,2142-4745,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13915,0001-20100110-44-2142-1-4745,0,,,,,,,,,,,account,新年会会費,2010-01-10,ISO4217:JPY,733,交際接待費,EntertainmentExpense,11429,部門,020,東京,111,現金,CashHand,11429,部門,000,共通部門,,,
13916,0001-20100110-44-2142-1-4745,1,,,,,,,,,,,account,新年会会費,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,571,部門,020,東京,111,現金,CashHand,571,部門,000,共通部門,,,
13918,0001-20100110-56-2143-1-4747,,,,,2143-4747,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
