ID,Card,Level,Term,Description,項目名,説明,Semantic Datatype,UBL Sort,UBL Xpath,ID,Card,Level,,Semantic Datatype,説明,共通EDI,消費税必須,突合キー,自動振り分け,CII Sort,CII XPath,,
ibt-108,0..1,2,Sum of charges on document level,Sum of all charges on document level in the Invoice.,請求書レベルの追加請求の合計,請求書レベルの追加請求の合計。,Amount,3680,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount,BT-108,,,文書全体の追加請求の総合計金額,Amount,"請求書全体のすべてのチャージの合計金額
明細行のチャージは、 「請求書」 明細行の正味金額に含まれ、 「請求書合計」 明細の正味金額に合計される",,,,,3880,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:ChargeTotalAmount,,
ibt-109,1..1,2,Invoice total amount without TAX,The total amount of the Invoice without VAT.,請求書合計金額(税抜き),請求書合計金額(税抜き)。,Amount,3620,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,BT-109,0..1,2,税抜き合計金額,Amount,税抜きの明細行合計金額,〇,,,,3900,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxBasisTotalAmount,,
ibt-110,1..1,2,Invoice total TAX amount,The total VAT amount for the Invoice.,請求書消費税合計金額,請求書消費税合計金額。,Amount,3360,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cbc:TaxAmount,BT-110,1..1,2,税合計金額,Amount,消費税額(調整税額を含む)の合計金額,◎,,,,3910,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount,,
ibt-111,0..1,2,Invoice total TAX amount in tax accounting currency,The VAT total amount expressed in the accounting currency accepted or required in the country of the Seller.,会計通貨での請求書消費税合計金額,売り手の国で認められた、又は要求された会計通貨での消費税合計金額。,Amount,3510,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:TaxCurrencyCode]/cbc:TaxAmount,BT-111,0..1,2,会計通貨での税込み合計金額,Amount,会計通貨での税込みの明細行合計金額,,,,,3910,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount,,
ibt-112,1..1,2,Invoice total amount with TAX,The total amount of the Invoice with VAT.,請求書合計金額(税込み),請求書合計金額(税込み)。,Amount,3640,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,BT-112,0..1,2,税込み合計金額,Amount,税込みの明細行合計金額,〇,,,,3940,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:GrandTotalAmount,,
ibt-180,1..1,2,Paid amount,The sum of amounts which have been paid in advance.,支払済金額,請求書通貨での支払済金額。,Amount,2990,/ubl:Invoice/cac:PrepaidPayment/cbc:PaidAmount,BT-180,0..1,2,支払済金額,Amount,事前に支払われた合計金額,,,,✔,,,,
ibt-114,0..1,2,Rounding amount,The amount to be added to the invoice total to round the amount to be paid.,丸めるための金額,支払金額に丸めるために請求書の合計金額に追加される金額。,Amount,3720,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount,BT-114,,,端数処理金額,Amount,,,,,,3930,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:RoundingAmount,,
ibt-115,1..1,2,Amount due for payment,The outstanding amount that is requested to be paid.,差引請求金額,買い手が支払を要求されている差引請求金額。,Amount,3740,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount,BT-115,0..1,2,未払い金額,Amount,支払要求されている未払金額,,,,✔,3960,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:DuePayableAmount,,
ibg-23,1..n,1,TAX BREAKDOWN,"A group of business terms providing information about VAT breakdown by different categories, rates and exemption reasons",税内訳情報,課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報を提供するビジネス用語のグループ。,,3380,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal,BG-23,1..n,1,取引税,,取引税に係る情報,〇,,,,3370,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax,,
ibt-116,1..1,2,TAX category taxable amount,Sum of all taxable amounts subject to a specific VAT category code and VAT category rate (if the VAT category rate is applicable].,課税分類毎の課税基準額,課税分類/課税分類の消費税率毎の課税基準額の合計。,Amount,3390,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxableAmount,BT-116,1..1,2,課税対象の合計金額（税抜き）,Amount,明細行の課税対象の税抜き合計金額の課税分類毎の合計金額,〇,◎,,,3410,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:BasisAmount,,
ibt-117,1..1,2,TAX category tax amount,The total VAT amount for a given VAT category.,課税分類毎の消費税額,課税分類毎の消費税額合計。,Amount,3410,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount,BT-117,1..1,2,税額,Amount,"課税分類毎の税額
請求書類型コードの指定により、税額計算手順は異なる",〇,◎,,,3380,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:CalculatedAmount,,
ibt-118,1..1,2,TAX category code,Coded identification of a VAT category.,課税分類コード,消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。,Code,3440,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,BT-118,0..1,2,税種別コード,Code,税の種類(消費税、所得税、法人税等)を識別するコードデフォルトは消費税,〇,,,,3390,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TypeCode,,
ibt-119,0..1,2,TAX category rate,"The VAT rate, represented as percentage that applies for the relevant VAT category.",課税分類毎の税率,課税分類毎の税額計算のための率。,Percentage,3450,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,BT-119,1..1,2,税率,Percentage,"課税分類毎の税額計算のための率
",〇,◎,,,3480,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:RateApplicablePercent,,
ibt-120,0..0,2,TAX exemption reason text,A textual statement of the reason why the amount is exempted from VAT or why no VAT is being charged,非課税理由テキスト,非課税または課税されない理由をテキストで表現。,Text,3470,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,BT-120,1..1,2,課税分類コード,Text,"消費税の課税分類属性(標準税率、軽減税率など)を識別するための識別コード
自動識別キーとして使用",〇,◎,,✔,3400,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReason,,
ibt-121,0..0,2,TAX exemption reason code,A coded statement of the reason for why the amount is exempted from VAT.,非課税理由コード,非課税または課税されない理由をコードで表現。,Code,3460,/ubl:Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/ubl:Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,BT-121,0..1,2,課税分類名,Code,消費税の課税分類コード属性(標準税率、軽減税率など)に付与した識別名,〇,,,,3430,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReasonCode,,
,,,,,,,,,,,1..1,2,課税対象の税込み合計金額,Amount,明細行の課税分類毎の税額を含む課税対象合計金額の合計金額,〇,◎,,,,,,
,,,,,,,,,,,1..1,2,税計算方式,Text,金額の税込み、税抜きを指定,◎,,,✔,,,,
ibg-24,0..n,1,ADDITIONAL SUPPORTING DOCUMENTS,A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.,添付書類,請求書内で行われたクレームを実証する添付書類についての情報を提供するビジネス用語のグループ。,,1360,/ubl:Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')],BG-24,1..n,1,添付書類,,,,,,,2740,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument,,
ibt-122,1..1,2,Supporting document reference,An identifier of the supporting document.,添付書類への参照,添付書類のID。,Document Reference,1370,/ubl:Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:ID,BT-122,1..1,2,添付書類への参照,Document Reference,,,,,,2750,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:IssuerAssignedID,,
ibt-123,0..1,2,Supporting document description,A description of the supporting document,添付書類の説明,添付書類の説明。,Text,1380,/ubl:Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:DocumentDescription,BT-123,0..1,2,添付種類の説明,Text,,,,,,2780,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:Name,,
ibt-124,0..1,2,External document location,The URL (Uniform Resource Locator) that identifies where the external document is located.,外部ドキュメントのロケーション,外部ドキュメントの所在を示すURL（ユニフォームリソースロケータ）,Text,1440,/ubl:Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cac:ExternalReference/cbc:URI,BT-124,0..1,2,外部の添付書類の場所,Text,,,,,,2760,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:URIID,,
ibt-125,0..1,2,Attached document,An attached document embedded as binary object or sent together with the invoice.,添付書類,バイナリオブジェクトとして埋め込まれた、または請求書と一緒に送られた添付書類。,Binary object,1400,/ubl:Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject,BT-125,0..1,2,添付書類,Binary object,,,,,,2790,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:AttachmentBinaryObject,,
ibt-125-1,1..1,3,Attached document Mime code,The mime code of the attached document.,添付書類MIMEコード,"許可されているMIMEコード:
application/pdf
image/png
image/jpeg
text/csv
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
application/vnd.oasis.opendocument. Spreadsheet",Code,1410,/ubl:Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode,BT-125-1,1..1,3,添付書類MIMEコード,,,,,,,,,,
ibt-125-2,1..1,3,Attached document Filename,The file name of the attached document,添付書類ファイル名,ー,Text,1420,/ubl:Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename,BT-125-2,1..1,3,添付書類ファイル名,,,,,,,,,,
ibg-25,1..n,1,INVOICE LINE,A group of business terms providing information on individual Invoice lines.,請求書明細行,請求書明細行に関する情報を提供するビジネス用語のグループ。,,3760,/ubl:Invoice/cac:InvoiceLine,BG-25,1..n,1,明細行,,明細行に関する情報,〇,,,,1160,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem,,
ibt-126,1..1,2,Invoice line identifier,A unique identifier for the individual line within the Invoice.,請求書明細行ID,この請求書内で個々の明細行を一意に識別するためのID。,Identifier,3770,/ubl:Invoice/cac:InvoiceLine/cbc:ID,BT-126,1..1,2,明細行番号,Identifier,この都度請求書に関するエビデンス文書(納品書等）を特定するために付与した番号,◎,,□,,1180,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:LineID,,
,,,,,,,,,,,0..1,2,明細行注釈表題,Text,明細行の注釈内容の表題を示す,〇,,,,,,,
,,,,,,,,,,,0..1,2,明細行注釈識別子,Identifier,明細行の注釈表題毎の内容情報を入力する自由記述項目,〇,,,,,,,
ibt-127,0..1,2,Invoice line note,A textual note that gives unstructured information that is relevant to the Invoice line.,請求書明細行注釈,請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。,Text,3780,/ubl:Invoice/cac:InvoiceLine/cbc:Note,BT-127,0..1,2,明細行注釈内容,Text,明細行注釈の識別番号,〇,,,,1200,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote/ram:Content,,
ibt-128,0..1,2,Invoice line object identifier,"An identifier for an object on which the invoice line is based, given by the Seller.",請求書明細行オブジェクトID,売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。(注：必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。）,Identifier,3990,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID,BT-128,,,請求書明細オブジェクト識別子,,,,,,,1870,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:AdditionalReferencedDocument[ram:TypeCode='130']/ram:IssuerAssignedID,,
ibt-128-1,0..1,3,Invoice line object identifier Scheme identifier,The identification scheme identifier of the Invoice line object identifier.,スキーマID,請求書が参照する文書を識別するためのスキーマID。注：受信者にどのスキーマを使用したか明らかにしていない場合は、UNTDID 1153 code list  から選択した、スキーマIDを使用しなければならない。,Code,4000,/ubl:Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID,BT-128-1,,,スキーム識別子,,,,,,,,,,
,,,,,,,,,,,1..1,2,譲渡日,Date,実際に譲渡した日,,,,,,,,
ibt-129,1..1,2,Invoiced quantity,The quantity of items (goods or services) that is charged in the Invoice line.,請求する数量,請求書明細行で請求する品目(財又はサービス)の数量。,Quantity,3790,/ubl:Invoice/cac:InvoiceLine/cbc:InvoicedQuantity,BT-129,1..1,2,納入数量,Quantity,,,,,,1530,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity,,
ibt-130,1..1,2,Invoiced quantity unit of measure code,The unit of measure that applies to the invoiced quantity.,請求する数量の数量単位コード,請求数量に適用する数量単位コード。,Code,3800,/ubl:Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode,BT-130,1..1,2,数量単位コード,Code,,,,,,1540,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity/@unitCode,,
,,,,,,,,,,,1..1,2,バラ数量,Quantity,product unit quantity  ,◎,,,,,,,
,,,,,,,,,,,0..1,2,パッケージ数量,Quantity,package quantity,〇,,,,,,,
,,,,,,,,,,,0..1,2,入り数,Quantity,per package unit quantity,〇,,,,,,,
ibt-131,1..1,2,Invoice line net amount,The total amount of the Invoice line.,値引後請求書明細行金額(税抜き),値引後の請求書明細行の合計金額(税抜き)。,Amount,3810,/ubl:Invoice/cac:InvoiceLine/cbc:LineExtensionAmount,BT-131,1..1,2,課税対象金額（税抜き）,Amount,税抜き消費税課税対象金額（＝単価(税抜き)×納入数量）,◎,,,,1850,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeSettlementLineMonetarySummation/ram:LineTotalAmount,,
,,,,,,,,,,,1..1,2,課税対象金額（税込み）,Amount,税込み消費税課税対象金額（＝単価(税込み)×納入数量）,◎,,,,,,,
,,,,,,,,,,,0..1,2,参照文書,,明細行の参照文書,〇,,,,,,,
,,,,,,,,,,,1..1,3,（参照）文書番号,Identifier,この明細行が参照する文書の文書番号,〇,,■,,,,,
,,,,,,,,,,,1..1,3,（参照）文書発行日,Date,"この明細行が参照する文書に受注者が記載した日付
または文書の書面上の発行日付",〇,◎,■,,,,,
ibt-132,0..1,2,Referenced purchase order line reference,"An identifier for a referenced line within a purchase order, issued by the Buyer.",購買発注明細行参照,買い手が付番した発注書内の明細行を参照するためのID。,Document Reference,3880,/ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,BT-132,1..1,3,（参照）文書明細行番号,Code,この明細行が参照する文書の明細行番号,〇,,■,,1390,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument/ram:LineID,,
,,,,,,,,,,,1..1,3,（参照）文書タイプコード,Code,この明細行が参照する文書のタイプを識別するコード,〇,,■,,,,,
,,,,,,,,,,,1..1,3,（参照）文書履歴番号,Code,この明細行が参照する文書の変更履歴を管理する番号,〇,,■,,,,,
,,,,,,,,,,,1..1,3,（参照）文書番号枝番,Code,この明細行が参照する文書の文書番号の枝番号（分納番号等）,〇,,■,,,,,
,,,,,,,,,,,0..1,2,（参照）契約書明細行番号,Document reference,参照する契約書の明細行,,,,,,,,
ibt-132,0..1,2,Referenced purchase order line reference,"An identifier for a referenced line within a purchase order, issued by the Buyer.",購買発注明細行参照,買い手が付番した発注書内の明細行を参照するためのID。,Document Reference,3880,/ubl:Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,BT-132,0..1,2,（参照）発注書明細行番号,Document reference,参照する契約書の明細行,,,,,1390,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument/ram:LineID,,
,,,,,,,,,,,0..1,2,（参照）出荷案内書明細行番号,Document reference,参照する契約書の明細行,,,,,,,,
ibt-133,0..1,2,Invoice line Buyer accounting reference,A textual value that specifies where to book the relevant data into the Buyer's financial accounts.,請求書明細行買い手会計参照,請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。,Text,3830,/ubl:Invoice/cac:InvoiceLine/cbc:AccountingCost,BT-133,0..1,2,明細行の購入者の会計記帳への参照,Text,"購入者の財務勘定科目に関連データを記帳する場所を指定するテキスト
必要に応じて、請求書の発行前に、この参照情報を発注者が受注者に提供する",,,,✔,1910,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ReceivableSpecifiedTradeAccountingAccount/ram:ID,,
ibg-26,0..1,2,INVOICE LINE PERIOD,A group of business terms providing information about the period relevant for the Invoice line.,請求書明細行の期間,請求書明細行に関連する期間に関する情報,,3840,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod,BG-26,0..1,2,明細行の期間,,請求書明細に関連する期間に関する情報,〇,,,,1610,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod,,
ibt-134,0..1,3,Invoice line period start date,The date when the Invoice period for this Invoice line starts.,請求書明細行の期間開始日,請求書明細行の請求期間が開始する日付,Date,3850,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,BT-134,1..1,3,明細行の期間開始日,Date,明細行の請求期間が開始する日付,〇,,,,1630,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString[@format='102'],,
ibt-135,0..1,3,Invoice line period end date,The date when the Invoice period for this Invoice line ends.,請求書明細行の期間終了日,請求書明細行の請求期間が終了する日付,Date,3860,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,BT-135,1..1,3,明細行の期間終了日,Date,明細行の請求期間が終了する日付,〇,,,,1660,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString[@format='102'],,
ibg-27,0..n,2,INVOICE LINE ALLOWANCES,A group of business terms providing information about allowances applicable to the individual Invoice line.,請求書明細行の返金,請求書明細行に適用される返金に関する情報を提供するビジネス用語のグループ。,,4010,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()],BG-27,0..1,2,明細行の返金,,明細行に適用可能な控除（返還請求）に関する情報を提供するビジネス条件のグループ,,,,,1680,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()],,
ibt-136,1..1,3,Invoice line allowance amount,"The amount of an allowance, without VAT.",請求書明細行の返金金額(税抜き),返金金額(税抜き)。,Amount,4060,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,BT-136,1..1,3,明細行の返金金額,Amount,消費税を除いた控除（返還請求）の金額,,,,,1730,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:ActualAmount,,
ibt-137,0..1,3,Invoice line allowance base amount,"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount.",請求書明細行の返金金額の基準金額,請求書明細行の返金率を乗じて請求書明細行の返金金額を算出する際に使用される基準金額。,Amount,4080,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,BT-137,0..1,3,明細行の返金の基準金額,Amount,明細行の控除（返還請求）金額を計算するために、明細行の控除（返還請求）率が適用される基準金額,,,,,1720,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:BasisAmount,,
ibt-138,0..1,3,Invoice line allowance percentage,"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount",請求書明細行の返金の率,請求書明細行の返金基準金額を乗じて請求書明細行の返金金額を算出する際に使用されるパーセント。,Percentage,4050,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,BT-138,0..1,3,明細行の返金率,Percentage,明細行の控除（返還請求）基準金額に対して明細行の控除（返還請求）金額の計算に使用する比率,,,,,1710,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CalculationPercent,,
ibt-139,0..1,3,Invoice line allowance reason,"The reason for the Invoice line allowance, expressed as text.",請求書明細行の返金理由,請求書明細行の返金理由をテキストで表現。,Text,4040,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,BT-139,0..1,3,明細行の返金の事由,Text,明細行の控除（返還請求）事由,,,,,1750,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:Reason,,
ibt-140,0..1,3,Invoice line allowance reason code,"The reason for the Invoice line allowance, expressed as a code.",請求書明細行の返金理由コード,請求書明細行の返金理由をコードで表現。,Code,4030,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,BT-140,0..1,3,明細行の返金の事由コード,Code,明細行のコードで表わした控除（返還請求）事由,,,,,1740,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:ReasonCode,,
ibg-28,0..n,2,INVOICE LINE CHARGES,A group of business terms providing information about charges and taxes other than VAT applicable to the individual Invoice line.,請求書明細行の追加請求,請求書明細行に適用される追加請求に関する情報を提供するビジネス用語のグループ。,,4100,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()],BG-28,,,明細行の追加請求,,,,,,,1760,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()],,
ibt-141,1..1,3,Invoice line charge amount,"The amount of a charge, without VAT.",請求書明細行の追加請求金額(税抜き),追加請求金額(税抜き)。,Amount,4150,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,BT-141,,,明細行の追加請求金額,Amount,,,,,,1810,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:ActualAmount,,
