GL02,GL55,GL55-11,GL60-01,GL02-01,GL02-06,GL02-03,GL04-03,GL55-01,GL55-03,GL56-01,GL57-01,GL57-02,GL60-02
198,,,,19,2022-10-31,,,,,,,,
198,4,,,,,,,4,消費税端数受入金,,PC02,2022-11-11,
198,4,借方,,,,999,諸口,,, 174 ,,,
198,4,,借方消費税コード,,,,,,,,,,0
198,4,貸方,,,,604,雑収入,,, 174 ,,,
198,4,,貸方消費税コード,,,,,,,,,,0
198,4,,貸方資金区分,,,,,,,,,,5
199,,,,20,2022-10-31,,,,,,,,
199,1,,,,,,,1,東京都､当期確定都民税,,PC02,2022-11-11,
199,1,借方,,,,800,法人税等充当額,,," 23,300 ",,,
199,1,,借方消費税コード,,,,,,,,,,0
199,1,,借方資金区分,,,,,,,,,,63
199,1,貸方,,,,211,法人税等充当金,,," 23,300 ",,,
199,1,,貸方消費税コード,,,,,,,,,,0
199,1,,貸方資金区分,,,,,,,,,,63
200,,,,21,2022-10-31,,,,,,,,
200,1,,,,,,,1,北海道太郎､退職慰労金払い,,PC02,2023-04-15,
200,1,借方,,,,713,役員退職金,,," 16,094,166 ",,,
200,1,,借方消費税コード,,,,,,,,,,0
200,1,,借方資金区分,,,,,,,,,,62
200,1,貸方,,,,100,現金,,," 16,094,166 ",,,
200,1,,貸方消費税コード,,,,,,,,,,0
