GL02,GL02-GL55,GL55-GL60,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL55-05,GL63-01,GL63-02,GL63-03,GL56-01,GL56-02,GL69-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03
0001-20100131-126-2331-1-5123,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,69832,ISO4217:JPY,2010-01-31,部門,040,大阪,,,
0001-20100131-126-2331-1-5123,5,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,credit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1466688,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,004,㈱ｱﾀｯﾁ
0001-20100131-126-2331-1-5123,6,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,debit,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,4533756,ISO4217:JPY,2010-01-31,部門,040,大阪,,,
0001-20100131-126-2331-1-5123,7,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,226652,ISO4217:JPY,2010-01-31,部門,040,大阪,,,
0001-20100131-126-2331-1-5123,8,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,credit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,4760408,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,010,鈴木販売㈱
0001-20100131-126-2331-1-5123,9,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,debit,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,4778784,ISO4217:JPY,2010-01-31,部門,040,大阪,,,
0001-20100131-127-2332-1-5125,,,,2332-5125,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-127-2332-1-5125,0,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,debit,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,17088,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-127-2332-1-5125,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,854,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-127-2332-1-5125,2,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,credit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,17942,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,002,㈱Pole
0001-20100131-127-2332-1-5125,3,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,debit,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,24480,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-127-2332-1-5125,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1224,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-127-2332-1-5125,5,,,,,,,,,,account,10年1月1日～10年1月31日分仕入,credit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,25704,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,008,㈱山下
0001-20100131-128-2333-1-5127,,,,2333-5127,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-128-2333-1-5127,0,,,,,,,,,,account,10年1月31日伝票No324株式会社　Pole,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1897392,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,002,㈱Pole
0001-20100131-128-2333-1-5127,1,,,,,,,,,,account,10年1月31日伝票No324株式会社　Pole,credit,131,普通預金,OrdinaryDeposit,1897392,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-128-2333-1-5127,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-128-2333-1-5127,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-129-2334-1-5129,,,,2334-5129,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-129-2334-1-5129,0,,,,,,,,,,account,10年1月31日伝票No325小藤丸株式会社,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,6301802,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,005,小藤丸㈱
0001-20100131-129-2334-1-5129,1,,,,,,,,,,account,10年1月31日伝票No325小藤丸株式会社,credit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,6301802,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-129-2334-1-5129,2,,,,,,,,,,account,資金移動,debit,131,普通預金,OrdinaryDeposit,12000000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-129-2334-1-5129,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-129-2334-1-5129,2,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-129-2334-1-5129,3,,,,,,,,,,account,資金移動,credit,121,当座預金,CheckingAccounts,12000000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-129-2334-1-5129,3,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-129-2334-1-5129,3,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20100131-130-2335-1-5131,,,,2335-5131,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-130-2335-1-5131,0,,,,,,,,,,account,10年1月31日伝票No326株式会社　サンセット,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,6922413,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,007,㈱ｻﾝｾｯﾄ
0001-20100131-130-2335-1-5131,1,,,,,,,,,,account,10年1月31日伝票No326株式会社　サンセット,credit,131,普通預金,OrdinaryDeposit,6922413,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-130-2335-1-5131,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-130-2335-1-5131,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-131-2336-1-5133,,,,2336-5133,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-131-2336-1-5133,0,,,,,,,,,,account,10年1月31日伝票No327斉藤産業株式会社,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,2897127,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,009,斉藤産業㈱
0001-20100131-131-2336-1-5133,1,,,,,,,,,,account,10年1月31日伝票No327斉藤産業株式会社,credit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,2897127,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-132-2337-1-5135,,,,2337-5135,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-132-2337-1-5135,0,,,,,,,,,,account,10年1月31日伝票No328鈴木販売株式会社,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,5798593,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,010,鈴木販売㈱
0001-20100131-132-2337-1-5135,1,,,,,,,,,,account,10年1月31日伝票No328鈴木販売株式会社,credit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,5798593,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-133-2338-1-5137,,,,2338-5137,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-133-2338-1-5137,0,,,,,,,,,,account,10年1月31日伝票No329株式会社　有江,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,658954,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,012,㈱有江
0001-20100131-133-2338-1-5137,1,,,,,,,,,,account,10年1月31日伝票No329株式会社　有江,credit,131,普通預金,OrdinaryDeposit,658954,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-133-2338-1-5137,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-133-2338-1-5137,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-134-2339-1-5139,,,,2339-5139,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-134-2339-1-5139,0,,,,,,,,,,account,10年1月31日伝票No330ナカムラ産業株式会社,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1802651,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,013,ﾅｶﾑﾗ産業㈱
0001-20100131-134-2339-1-5139,1,,,,,,,,,,account,10年1月31日伝票No330ナカムラ産業株式会社,credit,131,普通預金,OrdinaryDeposit,1802651,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-134-2339-1-5139,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-134-2339-1-5139,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-135-2340-1-5141,,,,2340-5141,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-135-2340-1-5141,0,,,,,,,,,,account,10年1月31日伝票No331合同会社　ウェスト,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,4570569,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,014,(同)ｳｪｽﾄ
0001-20100131-135-2340-1-5141,1,,,,,,,,,,account,10年1月31日伝票No331合同会社　ウェスト,credit,131,普通預金,OrdinaryDeposit,4570569,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-135-2340-1-5141,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-135-2340-1-5141,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-136-2341-1-5143,,,,2341-5143,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-136-2341-1-5143,0,,,,,,,,,,account,10年1月31日伝票No332株式会社　はなまる商事,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1840617,ISO4217:JPY,2010-01-31,部門,000,共通部門,vendor,015,㈱はなまる商事
0001-20100131-136-2341-1-5143,1,,,,,,,,,,account,10年1月31日伝票No332株式会社　はなまる商事,credit,131,普通預金,OrdinaryDeposit,1840617,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-136-2341-1-5143,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-136-2341-1-5143,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-137-2342-1-5145,,,,2342-5145,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-137-2342-1-5145,0,,,,,,,,,,account,12月分支払,debit,322,未払金,AccountsPayableOther,12442678,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-137-2342-1-5145,1,,,,,,,,,,account,12月分支払,credit,131,普通預金,OrdinaryDeposit,12442678,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-137-2342-1-5145,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-137-2342-1-5145,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-138-2343-1-5147,,,,2343-5147,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-138-2343-1-5147,0,,,,,,,,,,account,手形満期　今井百貨店,debit,121,当座預金,CheckingAccounts,16830269,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-138-2343-1-5147,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-138-2343-1-5147,0,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20100131-138-2343-1-5147,1,,,,,,,,,,account,手形満期　今井百貨店,credit,150,受取手形,NotesReceivableGross,16830269,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-139-2344-1-5149,,,,2344-5149,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-139-2344-1-5149,0,,,,,,,,,,account,手形期日落日　小藤丸,debit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3730512,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-139-2344-1-5149,1,,,,,,,,,,account,手形期日落日　小藤丸,credit,121,当座預金,CheckingAccounts,3730512,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-139-2344-1-5149,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-139-2344-1-5149,1,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20100131-139-2344-1-5149,2,,,,,,,,,,account,手形期日落日　斉藤産業,debit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,1819272,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-139-2344-1-5149,3,,,,,,,,,,account,手形期日落日　斉藤産業,credit,121,当座預金,CheckingAccounts,1819272,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-139-2344-1-5149,3,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-139-2344-1-5149,3,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20100131-139-2344-1-5149,4,,,,,,,,,,account,手形期日落日　鈴木販売,debit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3051222,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-139-2344-1-5149,5,,,,,,,,,,account,手形期日落日　鈴木販売,credit,121,当座預金,CheckingAccounts,3051222,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-139-2344-1-5149,5,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-139-2344-1-5149,5,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20100131-141-2345-1-5151,,,,2345-5151,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-141-2345-1-5151,0,,,,,,,,,,account,JR代,debit,726,旅費交通費,TravelingExpense,10000,ISO4217:JPY,2010-01-31,部門,040,大阪,,,
0001-20100131-141-2345-1-5151,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,500,ISO4217:JPY,2010-01-31,部門,040,大阪,,,
0001-20100131-141-2345-1-5151,2,,,,,,,,,,account,JR代,credit,111,現金,CashHand,10500,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-142-2346-1-5153,,,,2346-5153,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-142-2346-1-5153,0,,,,,,,,,,account,手形満期　もみじデパート,debit,121,当座預金,CheckingAccounts,11348566,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-142-2346-1-5153,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-142-2346-1-5153,0,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20100131-142-2346-1-5153,1,,,,,,,,,,account,手形満期　もみじデパート,credit,150,受取手形,NotesReceivableGross,11348566,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-145-2347-1-5155,,,,2347-5155,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-145-2347-1-5155,0,,,,,,,,,,account,貸付金返済,debit,131,普通預金,OrdinaryDeposit,40000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-145-2347-1-5155,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-145-2347-1-5155,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-145-2347-1-5155,1,,,,,,,,,,account,貸付金返済,credit,183,短期貸付金,ShortTermLoansGross,90000,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-145-2347-1-5155,2,,,,,,,,,,account,貸付金返済,debit,131,普通預金,OrdinaryDeposit,50000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-145-2347-1-5155,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-145-2347-1-5155,2,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-145-2347-1-5155,3,,,,,,,,,,account,運賃,debit,731,運賃,Freightout,161505,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-145-2347-1-5155,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,8075,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-145-2347-1-5155,5,,,,,,,,,,account,運賃,credit,322,未払金,AccountsPayableOther,169580,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-146-2348-1-5157,,,,2348-5157,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-146-2348-1-5157,0,,,,,,,,,,account,定期積立金,debit,148,定期積金,PeriodicalDeposits,500000,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-146-2348-1-5157,1,,,,,,,,,,account,定期積立金,credit,131,普通預金,OrdinaryDeposit,865000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-146-2348-1-5157,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-146-2348-1-5157,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-146-2348-1-5157,2,,,,,,,,,,account,新規定期積立金,debit,148,定期積金,PeriodicalDeposits,240000,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-146-2348-1-5157,3,,,,,,,,,,account,保険積立金,debit,248,保険積立金,PrepaidLifeInsurance,125000,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-147-2349-1-5159,,,,2349-5159,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-147-2349-1-5159,0,,,,,,,,,,account,借入金返済,debit,321,短期借入金,ShortTermBorrowings,653500,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-147-2349-1-5159,1,,,,,,,,,,account,借入金返済,credit,121,当座預金,CheckingAccounts,686175,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-147-2349-1-5159,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-147-2349-1-5159,1,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20100131-147-2349-1-5159,2,,,,,,,,,,account,利息,debit,821,支払利息,InterestExpense,32675,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-164-2350-1-5161,,,,2350-5161,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-164-2350-1-5161,0,,,,,,,,,,account,事務用品,debit,754,事務用消耗品費,StationeryExpense,1245,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-164-2350-1-5161,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,62,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-164-2350-1-5161,2,,,,,,,,,,account,事務用品,credit,111,現金,CashHand,1307,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-36-2306-1-5073,,,,2306-5073,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-36-2306-1-5073,0,,,,,,,,,,account,運賃　ヤマト運輸,debit,731,運賃,Freightout,2709067,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-36-2306-1-5073,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,135453,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-36-2306-1-5073,2,,,,,,,,,,account,運賃　ヤマト運輸,credit,322,未払金,AccountsPayableOther,4108060,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-36-2306-1-5073,3,,,,,,,,,,account,運賃　佐川急便,debit,731,運賃,Freightout,1203372,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-36-2306-1-5073,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60168,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-40-2307-1-5075,,,,2307-5075,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-40-2307-1-5075,0,,,,,,,,,,account,広告掲載,debit,732,広告宣伝費,AdvertisingExpense,47620,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-40-2307-1-5075,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2380,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-40-2307-1-5075,2,,,,,,,,,,account,広告掲載,credit,322,未払金,AccountsPayableOther,50000,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-5-2305-1-5071,,,,2305-5071,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-5-2305-1-5071,0,,,,,,,,,,account,広告費,debit,732,広告宣伝費,AdvertisingExpense,50000,ISO4217:JPY,2010-01-31,部門,010,札幌,,,
0001-20100131-5-2305-1-5071,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2500,ISO4217:JPY,2010-01-31,部門,010,札幌,,,
0001-20100131-5-2305-1-5071,2,,,,,,,,,,account,広告費,credit,131,普通預金,OrdinaryDeposit,52500,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-5-2305-1-5071,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-5-2305-1-5071,2,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20100131-63-2308-1-5077,,,,2308-5077,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-63-2308-1-5077,0,,,,,,,,,,account,保険料,debit,752,保険料,InsuranceExpense,81000,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-63-2308-1-5077,1,,,,,,,,,,account,保険料,credit,131,普通預金,OrdinaryDeposit,81000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-63-2308-1-5077,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-63-2308-1-5077,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-66-2309-1-5079,,,,2309-5079,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-66-2309-1-5079,0,,,,,,,,,,account,リース料,debit,744,リース料,LeaseExpense,199858,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-66-2309-1-5079,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,9992,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-66-2309-1-5079,2,,,,,,,,,,account,リース料,credit,131,普通預金,OrdinaryDeposit,209850,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-66-2309-1-5079,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-66-2309-1-5079,2,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20100131-67-2310-1-5081,,,,2310-5081,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-67-2310-1-5081,0,,,,,,,,,,account,会費支払い,debit,742,諸会費,MembershipExpense,30000,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-67-2310-1-5081,1,,,,,,,,,,account,会費支払い,credit,111,現金,CashHand,30000,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-74-2311-1-5083,,,,2311-5083,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-74-2311-1-5083,0,,,,,,,,,,account,保険料,debit,752,保険料,InsuranceExpense,62000,ISO4217:JPY,2010-01-31,部門,030,名古屋,,,
0001-20100131-74-2311-1-5083,1,,,,,,,,,,account,保険料,credit,131,普通預金,OrdinaryDeposit,62000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-74-2311-1-5083,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-74-2311-1-5083,1,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20100131-75-2312-1-5085,,,,2312-5085,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-75-2312-1-5085,0,,,,,,,,,,account,保険料支払い,debit,752,保険料,InsuranceExpense,57000,ISO4217:JPY,2010-01-31,部門,050,九州,,,
0001-20100131-75-2312-1-5085,1,,,,,,,,,,account,保険料支払い,credit,131,普通預金,OrdinaryDeposit,57000,ISO4217:JPY,2010-01-31,,,,,,
0001-20100131-75-2312-1-5085,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20100131-75-2312-1-5085,1,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20100131-77-2313-1-5087,,,,2313-5087,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20100131-77-2313-1-5087,0,,,,,,,,,,account,消耗品費　部門配賦,credit,737,消耗品費,SuppliesExpense,275968,ISO4217:JPY,2010-01-31,部門,000,共通部門,,,
0001-20100131-77-2313-1-5087,1,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,30356,ISO4217:JPY,2010-01-31,部門,010,札幌,,,
0001-20100131-77-2313-1-5087,2,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,132467,ISO4217:JPY,2010-01-31,部門,020,東京,,,
0001-20100131-77-2313-1-5087,3,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,27596,ISO4217:JPY,2010-01-31,部門,030,名古屋,,,
