num,group,UN _CCL_ID,kind,den1,den2,den3,den4,den5,den6,den7,den8,den9,den10,den11,den12,den,name,name_ja,desc_ja,occurs,ver,identifier
315,ヘッダ部,UN01005839,BBIE,,,,,,CI_ Trade_ Tax. Basis. Amount  ,,,,,,,CI_ Trade_ Tax. Basis. Amount  ,ram:BasisAmount,ヘッダ課税分類譲渡資産合計金額（税抜き）,"①インボイス文書類型コード＝単一文書の場合
　課税分類毎の税抜き譲渡資産金額の合計金額＝∑明細行課税分類譲渡資産金額（税抜き）ー∑明細行課税分類返金金額
②文書タイプコード＝統合文書の場合
　共通EDIインボイス仕様編の「統合文書の組合せ」項参照",0..1,v4,"通貨コード
ISO4217"
316,ヘッダ部,UN01005841,BBIE,,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,ヘッダ課税分類コード,消費税の課税分類（標準税率、軽減税率、非課税、免税等）を識別するコード,0..1,v4,UNCL5305
317,ヘッダ部,UN01005842,BBIE,,,,,,CI_ Trade_ Tax. Currency. Code,,,,,,,CI_ Trade_ Tax. Currency. Code,ram:CurrencyCode,課税分類税通貨コード,"インボイス文書通貨コードと税通貨コードが異なる場合に利用する。インボイス文書通貨コード用と税通貨コード用のヘッダ税クラスを作成する。
デフォルトは「JPY」",0..1,v4,"通貨コード
ISO4217"
318,ヘッダ部,UN01005850,BBIE,,,,,,CI_ Trade_ Tax. Category Name. Text,,,,,,,CI_ Trade_ Tax. Category Name. Text,ram:CategoryName,ヘッダ課税分類名,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,0..1,v4,"言語コード
ISO639"
319,ヘッダ部,UN01007174,BBIE,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,ram:RateApplicablePercent,ヘッダ税率,"課税分類毎の税額計算のための率。
",0..1,v4, 
320,ヘッダ部,UN01013040,BBIE,,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,,,,,CI_ Trade_ Tax. Grand Total. Amount,ram:GrandTotalAmount,ヘッダ課税分類譲渡資産合計金額(税込み),"課税分類毎の税額を含む譲渡資産金額の合計金額
=∑明細行課税分類譲渡資産金額（税込み）",0..1,v4,"通貨コード
ISO4217"
321,ヘッダ部,UN01013096,BBIE,,,,,,CI_ Trade_ Tax. Calculation Method. Code,,,,,,,CI_ Trade_ Tax. Calculation Method. Code,ram:CalculationMethodCode,ヘッダ税計算方式,"金額の税込み、税抜きを指定。
デフォルトは「税抜き」",0..1,v4,JECxxxx
322,ヘッダ部,UN01014650,BBIE,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,ram:LocalTaxSystemID,ヘッダ適用税制識別子,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",0..1,v4,JECxxxx
323,ヘッダ部,UN01005925,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,ram:BillingCISpecifiedPeriod,インボイス文書決済／ヘッダ取引期間グループ,インボイス文書の取引期間に関するグループ,0..1,v4, 
324,ヘッダ部,UN01005608,ABIE,,,,,CI_ Specified_ Period. Details,,,,,,,,CI_ Specified_ Period. Details,ram:CISpecifiedPeriodType,ヘッダ取引期間クラス,ヘッダ取引期間に関する情報からなるクラス,－,v4, 
325,ヘッダ部,UN01005612,BBIE,,,,,,CI_ Specified_ Period. Start. Date Time,,,,,,,CI_ Specified_ Period. Start. Date Time,ram:StartDateTime,ヘッダ取引開始日,インボイス文書の取引開始日,1..1,v4,日時様式
326,ヘッダ部,UN01005613,BBIE,,,,,,CI_ Specified_ Period. End. Date Time,,,,,,,CI_ Specified_ Period. End. Date Time,ram:EndDateTime,ヘッダ取引終了日,インボイス文書の取引終了日,1..1,v4,日時様式
327,ヘッダ部,UN01005929,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,ram:SpecifiedCITradePaymentTerms,インボイス文書決済／支払条件グループ,インボイス文書の支払条件に関するグループ,0..1,v4, 
328,ヘッダ部,UN01005779,ABIE,,,,,CI_ Trade_ Payment Terms. Details,,,,,,,,CI_ Trade_ Payment Terms. Details,ram:CITradePaymentTermsType,支払条件クラス, 取引決済の目的で支払が行われる、あるいは行われた条件のクラス,－,v4, 
329,ヘッダ部,UN01005783,BBIE,,,,,,CI_ Trade_ Payment Terms. Description. Text,,,,,,,CI_ Trade_ Payment Terms. Description. Text,ram:Description,支払条件説明,支払条件の文字による説明,0..1,v4,"言語コード
ISO639"
330,ヘッダ部,UN01005784,BBIE,,,,,,CI_ Trade_ Payment Terms. Due Date. Date Time,,,,,,,CI_ Trade_ Payment Terms. Due Date. Date Time,ram:DueDateDateTime,支払期日,支払条件で示された支払期日,0..1,v4,日時様式
331,ヘッダ部,UN01008502,BBIE,,,,,,CI_ Trade_ Payment Terms. Type. Code,,,,,,,CI_ Trade_ Payment Terms. Type. Code,ram:TypeCode,支払条件タイプコード,取引決済条件のタイプを識別するコード,0..1,v4,UNCL4279
332,ヘッダ部,UN01005930,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,ram:SpecifiedCIIHTradeSettlementMonetarySummation,インボイス文書決済／インボイス文書合計金額グループ,インボイス文書の合計金額に関するグループ,0..1,v4, 
333,ヘッダ部,UN01005941,ABIE,,,,,CIIH_ Trade Settlement_ Monetary Summation. Details,,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Details,ram:CIIHTradeSettlementMonetarySummationType,インボイス文書合計金額クラス,インボイス文書合計金額に関する情報からなるクラス,－,v4, 
334,ヘッダ部,UN01005943,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,ram:ChargeTotalAmount,ヘッダ追加請求合計金額,"ヘッダ追加請求合計金額＝∑ヘッダ課税分類追加請求金額
デフォルトは税抜き",0..1,v4,"通貨コード
ISO4217"
335,ヘッダ部,UN01005944,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,ram:AllowanceTotalAmount,ヘッダ返金合計金額,"ヘッダ返金合計金額＝∑ヘッダ課税分類返金合計金額
適格返還請求書では必須
デフォルトは税抜き",0..1,v4,"通貨コード
ISO4217"
336,ヘッダ部,UN01005945,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Basis Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Basis Total. Amount,ram:TaxBasisTotalAmount,インボイス文書総合計金額（税抜き）,"インボイス文書の総合計金額（税抜き）
=ヘッダ譲渡資産合計金額（税抜き）ーヘッダ返金合計金額+ヘッダ追加請求合計金額",0..1,v4,"通貨コード
ISO4217"
337,ヘッダ部,UN01005946,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,ram:TaxTotalAmount,ヘッダ総合計税額,ヘッダ課税分類税額の総合計税額,0..1,v4,"通貨コード
ISO4217"
338,ヘッダ部,UN01005948,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,ram:GrandTotalAmount,インボイス文書総合計金額（税込み）,"インボイス文書の総合計金額（税込み）＝
インボイス文書総合計金額（税抜き）＋ヘッダ総合計税額
+未決済総合計金額",0..1,v4,"通貨コード
ISO4217"
339,ヘッダ部,UN01005950,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,ram:TotalPrepaidAmount,前払金額,"インボイス文書総合計金額のうち、すでに前払いで支払済合計金額
前払いユースケースでは必須",0..1,v4,"通貨コード
ISO4217"
340,ヘッダ部,UN01008445,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,ram:DuePayableAmount,支払責務金額総合計,"前払いユースケースの支払責務金額＝
",0..1,v4,"通貨コード
ISO4217"
341,ヘッダ部,UN01008451,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,ram:NetLineTotalAmount,ヘッダ譲渡資産合計金額(税抜き),ヘッダ譲渡資産金額総合計金額（税抜き）＝∑ヘッダ課税分類譲渡資産合計金額（税抜き）,0..1,v4,"通貨コード
ISO4217"
342,ヘッダ部,UN01013091,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,ram:IncludingTaxesLineTotalAmount,ヘッダ譲渡資産合計金額(税込み),ヘッダ譲渡資産金額総合計金額（税込み）＝∑ヘッダ課税分類譲渡資産合計金額（税込み）,0..1,v4,"通貨コード
ISO4217"
343,ヘッダ部,UN01005931,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,ram:SpecifiedCIFinancialAdjustment,インボイス文書決済／ヘッダ調整グループ,インボイス文書のヘッダ調整に関するグループ,0..n,v4, 
344,ヘッダ部,UN01005487,ABIE,,,,,CI_ Financial_ Adjustment. Details,,,,,,,,CI_ Financial_ Adjustment. Details,ram:CIFinancialAdjustmentType,ヘッダ調整クラス,ヘッダ調整に関する情報からなるクラス,－,v4, 
345,ヘッダ部,UN01005488,BBIE,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,,,CI_ Financial_ Adjustment. Reason. Code,ram:ReasonCode,ヘッダ調整理由コード,ヘッダ調整金額の内容を識別するコード,0..1,v4,UNCL4465
346,ヘッダ部,UN01005489,BBIE,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,,,CI_ Financial_ Adjustment. Reason. Text,ram:Reason,ヘッダ調整理由,ヘッダ調整の内容説明,0..1,v4,"言語コード
ISO639"
347,ヘッダ部,UN01005490,BBIE,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,,,,,CI_ Financial_ Adjustment. Actual. Amount,ram:ActualAmount,ヘッダ調整金額,"ヘッダ調整金額
'＝（修正インボイス金額ー誤りインボイス金額）
調整ユースケースでは必須",1..1,v4,"通貨コード
ISO4217"
348,ヘッダ部,UN01014649,BBIE,,,,,,CI_ Financial_ Adjustment. Direction. Code,,,,,,,CI_ Financial_ Adjustment. Direction. Code,ram:DirectionCode,ヘッダ調整取引方向コード,"ヘッダ調整額、ヘッダ調整税額の＋ーを識別するコード
調整ユースケースでは必須",1..1,v4,JECxxxx
349,ヘッダ部,UN01009671,ASBIE,,,,,,CI_ Financial_ Adjustment. Invoice_ Reference. CI_ Referenced_ Document,,,,,,,CI_ Financial_ Adjustment. Invoice_ Reference. CI_ Referenced_ Document,ram:InvoiceReferenceCIReferencedDocument,インボイス文書調整／修正インボイス参照文書グループ,インボイス文書調整で修正インボイス参照文書に関するグループ,0..n,v4, 
350,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,修正インボイス参照文書クラス,この調整で修正インボイス文書が参照する文書のクラス,－,v4, 
351,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,修正インボイス参照文書番号,この調整で修正インボイス文書が参照する文書に記載の文書番号,1..1,v4, 
352,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,CI_ Referenced_ Document. Issue. Date Time,ram:IssueDateTime,修正インボイス参照文書発行日,この調整で修正インボイスが参照する文書に記載の発行日付,0..1,v4,日時様式
353,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,修正インボイス参照文書履歴番号,この調整で修正インボイスが参照する文書の変更履歴を管理する番号。,0..1,v4,
354,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,修正インボイス参照文書タイプコード,この調整で修正インボイス文書が参照する文書のタイプを識別するコード,1..1,v4,UNCL1001
355,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,修正インボイス参照文書サブタイプコード,この調整で修正インボイス文書が参照する文書のサブタイプを識別するコード,0..1,v4,JECxxxx
356,ヘッダ部,UN01014897,ASBIE,,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,,,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,ram:RelatedCITradeTax,文書調整／ヘッダ調整税グループ,インボイス文書調整のヘッダ調整税クラスに関するグループ,0..n,v4, 
357,ヘッダ部,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,ヘッダ調整税クラス,ヘッダ調整の税クラス,－, , 
358,ヘッダ部,UN01005833,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,CI_ Trade_ Tax. Calculated. Amount,ram:CalculatedAmount,ヘッダ調整税額,"ヘッダの調整税額
＝修正インボイス税額ー誤りインボイス税額",1..1,v4,"通貨コード
ISO4217"
359,ヘッダ部,UN01005836,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Rate,,,,,CI_ Trade_ Tax. Calculated. Rate,ram:CalculatedRate,ヘッダ調整税率,ヘッダ調整の税率,1..1,v4, 
360,ヘッダ部,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,ヘッダ調整課税分類コード,ヘッダ調整の課税分類コード,1..1,v4,UNCL5305
361,ヘッダ部,JPS2200016,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Outstanding. CIIH_ Trade Settlement_ Monetary Summation,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Outstanding. CIIH_ Trade Settlement_ Monetary Summation,ram:OutstandingCIIHTradeSettlementMonetarySummation,インボイス文書決済／未決済合計金額グループ,未決済合計金額に関するグループ,0..1,v4, 
362,ヘッダ部,UN01005941,ABIE,,,,,CIIH_ Trade Settlement_ Monetary Summation. Details,,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Details,ram:CIIHTradeSettlementMonetarySummationType,未決済合計金額クラス,未決済合計金額（消費税対象外）に関する情報からなるクラス,－,v4, 
363,ヘッダ部,UN01005943,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,ram:ChargeTotalAmount,追加請求合計金額（消費税対象外）,"消費税が関係しない追加請求合計金額。立替金等。
（課税分類コード＝Ｏの取引）",0..1,v4,"通貨コード
ISO4217"
364,ヘッダ部,UN01005944,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,ram:AllowanceTotalAmount,返金合計金額（消費税対象外）,"消費税が関係しない返金合計金額。立替返金等。
（課税分類コード＝Ｏの取引）",0..1,v4,"通貨コード
ISO4217"
365,ヘッダ部,UN01005948,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,ram:GrandTotalAmount,前回インボイス文書総合計金額（税込み）,未決済の前回インボイス文書の総合計金額（税込み）,1..1,v4,"通貨コード
ISO4217"
366,ヘッダ部,UN01005950,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,ram:TotalPrepaidAmount,入金済金額（消費税対象外）,前回インボイス文書総合計金額のうち、入金済合計金額,1..1,v4,"通貨コード
ISO4217"
367,ヘッダ部,UN01008445,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,ram:DuePayableAmount,未決済総合計金額（消費税対象外）,"未決済総合計金額＝
前回インボイス文書総合計金額（税込み）ー入金済金額(課税対象外)＋追加請求合計額（消費税対象外）ー返金合計額（消費税対象外）",0..1,v4,"通貨コード
ISO4217"
368,ヘッダ部,JPS2200017,ASBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Reference. CI_ Referenced_ Document,,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Reference. CI_ Referenced_ Document,ram:ReferenceCIReferencedDocument,未決済合計金額／参照文書グループ,未決済合計金額が参照する文書に関するグループ,0..n,v4, 
369,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,未決済参照文書クラス,未決済合計金額が参照する文書のクラス,－,v4, 
370,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,未決済参照文書番号,未決済合計金額が参照する文書に記載の文書番号,1..1,v4, 
371,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,CI_ Referenced_ Document. Issue. Date Time,ram:IssueDateTime,未決済参照文書発行日,未決済合計金額が参照する文書に記載の発行日付,0..1,v4,日時様式
372,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,未決済参照文書履歴番号,未決済合計金額が参照する文書の変更履歴を管理する番号。,0..1,v4,
373,ヘッダ部,UN01006415,BBIE,,,,,,,,CI_ Referenced_ Document. Information. Text,,,,,CI_ Referenced_ Document. Information. Text,ram:Information,未決済参照文書情報,未決済合計金額が参照する文書に関する情報,0..1,v4,"言語コード
ISO639"
374,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,未決済参照文書タイプコード,未決済合計金額が参照する文書のタイプを識別するコード,1..1,v4,UNCL1001
375,ヘッダ部,UN01011455,BBIE,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,CI_ Referenced_ Document. Attachment. Binary Object,ram:AttachmentBinaryObject,未決済参照文書添付ファイル,"未決済合計金額の添付バイナリファイルの有無を識別するコード
なしの場合はNULL（デファクト）
ありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。",0..1,v4,JECxxxx
376,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,未決済参照文書サブタイプコード,未決済合計金額が参照する文書のサブタイプを識別するコード,0..1,v4,JECxxxx
377,ヘッダ部,UN01005940,ASBIE,,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,,,,,,,,,,,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,ram:IncludedCIILSupplyChainTradeLineItem,統合文書取引／明細文書行グループ,"統合請求（区分３請求）で複数の文書を統合する場合に、統合する複数の文書を明細文書行として識別するグループ。

単一請求（区分」請求、区分2請求）の場合はこのグループは明細文書番号＝１のみを利用する",1..n,v4, 
378,ヘッダ部,UN01005988,ABIE,,,CIIL_ Supply Chain_ Trade Line Item. Details,,,,,,,,,,CIIL_ Supply Chain_ Trade Line Item. Details,ram:CIILSupplyChainTradeLineItemType,明細文書行クラス,統合文書へ統合される明細文書行のクラス,－,v4, 
379,ヘッダ部,UN01005989,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,,,,,,,,,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,ram:AssociatedCIILDocumentLineDocument,明細文書行／明細文書グループ,統合文書の明細文書行を構成する明細文書に関するグループ。,1..1,v4, 
380,ヘッダ部,UN01005953,ABIE,,,,,CIIL_ Document Line_ Document. Details,,,,,,,,CIIL_ Document Line_ Document. Details,ram:CIILDocumentLineDocumentType,明細文書クラス,統合文書に統合される明細文書に関する情報からなるクラス。,－,v4, 
381,ヘッダ部,UN01005954,BBIE,,,,,,CIIL_ Document Line_ Document. Line. Identifier,,,,,,,CIIL_ Document Line_ Document. Line. Identifier,ram:LineID,明細文書番号,"この統合文書に統合する複数の明細文書を特定し、識別するために付与した番号。
デフォルトは「１」
単一文書（区分1請求、区分２請求）の場合は非公開とし、EDIプロバイダが「１」をセットする。",1..1,v4, 
382,ヘッダ部,UN01014645,BBIE,,,,,,CIIL_ Document Line_ Document. Category. Code,,,,,,,CIIL_ Document Line_ Document. Category. Code,ram:CategoryCode,明細文書類型コード,"この明細文書の取引類型（資産譲渡、補完、返金・追加請求、相殺、調整、参照等）を識別するコード。
デフォルトは資産譲渡",1..1,v4,JECxxxx
383,ヘッダ部,UN01005957,ASBIE,,,,,,CIIL_ Document Line_ Document. Included. CI_ Note,,,,,,,CIIL_ Document Line_ Document. Included. CI_ Note,ram:IncludedCINote,明細文書／注釈グループ,明細文書の注釈に関するグループ,0..n,v4, 
384,ヘッダ部,UN01005557,ABIE,,,,,,,CI_ Note. Details,,,,,,CI_ Note. Details,ram:CINoteType,明細文書注釈クラス,明細文書の注釈を記述するクラス, -,v4, 
385,ヘッダ部,UN01005558,BBIE,,,,,,,,CI_ Note. Subject. Text,,,,,CI_ Note. Subject. Text,ram:Subject,明細文書注釈表題,明細文書の注釈内容の表題を示す。,0..1,v4,"言語コード
ISO639"
386,ヘッダ部,UN01005560,BBIE,,,,,,,,CI_ Note. Content. Text,,,,,CI_ Note. Content. Text,ram:Content,明細文書注釈内容,明細文書の注釈表題毎の内容情報を入力するフリースペース。,0..1,v4,"言語コード
ISO639"
387,ヘッダ部,UN01005562,BBIE,,,,,,,,CI_ Note. Identification. Identifier,,,,,CI_ Note. Identification. Identifier,ram:ID,明細文書注釈識別子,明細文書注釈の識別番号,0..1,v4, 
388,ヘッダ部,UN01014895,ASBIE,,,,,,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,,,,,,,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,ram:ReferenceCIReferencedDocument,明細文書／統合明細文書グループ,"この統合文書が統合する明細文書に関するグループ。
文書タイプが「統合文書」を指定する場合にこのグループは必須。「単一文書」を指定する場合はこのグループは実装しない。",0..1,, 
389,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細統合文書クラス,この統合文書が統合する明細文書に関する情報からなるクラス, -,, 
390,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,統合明細文書番号,この統合文書が統合する明細文書の文書番号,1..1,v4, 
391,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,CI_ Referenced_ Document. Issue. Date Time,ram:IssueDateTime,統合明細文書発行日,この統合文書が統合する明細文書の発行日,0..1,v4,日時様式
392,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,統合明細文書履歴番号,この統合文書が統合する明細文書の変更履歴を管理する番号。,0..1,v4,
393,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,統合明細文書タイプコード,この統合文書が統合する明細文書の文書タイプを識別するコード,1..1,v4,UNCL1001
394,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,統合明細文書サブタイプコード,この統合文書が統合する明細文書の文書サブタイプを識別するコード,1..1,v4,JECxxxx
395,ヘッダ部,UN01005990,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Agreement,,,,,,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Agreement,ram:SpecifiedCIILSupplyChainTradeAgreement,明細文書／契約グループ,明細文書の契約に関するグループ。,0..1,v4, 
396,ヘッダ部,UN01005958,ABIE,,,,,CIIL_ Supply Chain_ Trade Agreement. Details,,,,,,,,CIIL_ Supply Chain_ Trade Agreement. Details,ram:CIILSupplyChainTradeAgreementType,明細文書契約クラス,明細文書の契約に関する情報からなるクラス。,－,v4, 
397,ヘッダ部,UN01005960,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,,,,,,,CIIL_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,ram:SellerOrderReferencedCIReferencedDocument,明細文書契約／参照受注書グループ,明細文書が参照する受注書に関するグループ。,0..1,v4, 
398,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細文書参照受注書クラス,明細文書契約が参照する受注書に関する情報からなるクラス。,－,v4, 
399,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（参照）受注書番号,この明細文書が参照する受注書に記載の文書番号,0..1,v4, 
400,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（参照）受注書履歴番号,この明細文書が参照する受注書の変更履歴を管理する番号。,0..1,v4,
401,ヘッダ部,UN01005961,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,,,,,,,CIIL_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,ram:BuyerOrderReferencedCIReferencedDocument,明細文書契約／参照注文書グループ,明細文書が参照する注文書に関するグループ。,0..1,v4, 
402,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細文書参照注文書クラス,明細文書が参照する注文書に関する情報からなるクラス。,－,v4, 
