GL02,GL02-GL57,GL02-GL64,GL02-GL55,GL55-GL56,GL55-GL60,GL55-GL61,GL55-GL63,GL02-01,GL57-01,GL57-02,GL64-01,GL64-02,GL64-03,GL64-04,GL55-01,GL55-03,GL55-04,GL55-05,GL56-01,GL56-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03,GL63-01,GL63-02,GL63-03
0001-20090520-145-359-1-1179,,,0,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090520-145-359-1-1179,,,1,,,,,,,,,,,,145,account,資金移動,credit,15000000,ISO4217:JPY,,,,,,,121,当座預金,CheckingAccounts
0001-20090520-145-359-1-1179,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090520-145-359-1-1179,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090520-24-339-1-1139,,,,,,,,339-1139,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-24-339-1-1139,,,0,,,,,,,,,,,,24,account,JR回数券,debit,78686,ISO4217:JPY,,,,部門,010,札幌,726,旅費交通費,TravelingExpense
0001-20090520-24-339-1-1139,,,1,,,,,,,,,,,,24,account,,debit,3934,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-24-339-1-1139,,,2,,,,,,,,,,,,24,account,JR回数券,credit,82620,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090520-31-340-1-1141,,,,,,,,340-1141,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-31-340-1-1141,,,0,,,,,,,,,,,,31,account,コピー代,debit,3293,ISO4217:JPY,,,,部門,010,札幌,754,事務用消耗品費,StationeryExpense
0001-20090520-31-340-1-1141,,,1,,,,,,,,,,,,31,account,,debit,164,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-31-340-1-1141,,,2,,,,,,,,,,,,31,account,コピー代,credit,3457,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090520-53-341-1-1143,,,,,,,,341-1143,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-53-341-1-1143,,,0,,,,,,,,,,,,53,account,高速代,debit,1286,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090520-53-341-1-1143,,,1,,,,,,,,,,,,53,account,,debit,64,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-53-341-1-1143,,,2,,,,,,,,,,,,53,account,高速代,credit,1350,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090520-70-342-1-1145,,,,,,,,342-1145,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-70-342-1-1145,,,0,,,,,,,,,,,,70,account,有線,debit,4762,ISO4217:JPY,,,,部門,030,名古屋,791,雑費,MiscellaneousExpense
0001-20090520-70-342-1-1145,,,1,,,,,,,,,,,,70,account,,debit,238,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-70-342-1-1145,,,2,,,,,,,,,,,,70,account,有線,credit,5000,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090520-71-343-1-1147,,,,,,,,343-1147,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-71-343-1-1147,,,0,,,,,,,,,,,,71,account,事務用品,debit,5050,ISO4217:JPY,,,,部門,020,東京,754,事務用消耗品費,StationeryExpense
0001-20090520-71-343-1-1147,,,1,,,,,,,,,,,,71,account,,debit,252,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-71-343-1-1147,,,2,,,,,,,,,,,,71,account,事務用品,credit,41289,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090520-71-343-1-1147,,,3,,,,,,,,,,,,71,account,カウンター料金,debit,34274,ISO4217:JPY,,,,部門,020,東京,754,事務用消耗品費,StationeryExpense
0001-20090520-71-343-1-1147,,,4,,,,,,,,,,,,71,account,,debit,1713,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-71-343-1-1147,,,5,,,,,,,,,,,,71,account,カウンター料金,debit,6000,ISO4217:JPY,,,,部門,050,九州,754,事務用消耗品費,StationeryExpense
0001-20090520-71-343-1-1147,,,6,,,,,,,,,,,,71,account,,debit,300,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-71-343-1-1147,,,7,,,,,,,,,,,,71,account,カウンター料金,credit,6300,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090520-76-344-1-1149,,,,,,,,344-1149,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-76-344-1-1149,,,0,,,,,,,,,,,,76,account,ファイル等,debit,29762,ISO4217:JPY,,,,部門,000,共通部門,737,消耗品費,SuppliesExpense
0001-20090520-76-344-1-1149,,,1,,,,,,,,,,,,76,account,,debit,1488,ISO4217:JPY,,,,部門,000,共通部門,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-76-344-1-1149,,,2,,,,,,,,,,,,76,account,ファイル等,credit,283700,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090520-76-344-1-1149,,,3,,,,,,,,,,,,76,account,飲料水,debit,190620,ISO4217:JPY,,,,部門,000,共通部門,737,消耗品費,SuppliesExpense
0001-20090520-76-344-1-1149,,,4,,,,,,,,,,,,76,account,,debit,9530,ISO4217:JPY,,,,部門,000,共通部門,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-76-344-1-1149,,,5,,,,,,,,,,,,76,account,名刺代,debit,49810,ISO4217:JPY,,,,部門,000,共通部門,737,消耗品費,SuppliesExpense
0001-20090520-76-344-1-1149,,,6,,,,,,,,,,,,76,account,,debit,2490,ISO4217:JPY,,,,部門,000,共通部門,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-82-345-1-1151,,,,,,,,345-1151,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-82-345-1-1151,,,0,,,,,,,,,,,,82,account,ガソリン代,debit,18861,ISO4217:JPY,,,,部門,030,名古屋,740,車両費,VehiclesExpense
0001-20090520-82-345-1-1151,,,1,,,,,,,,,,,,82,account,,debit,943,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-82-345-1-1151,,,2,,,,,,,,,,,,82,account,ガソリン代,credit,20191,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090520-82-345-1-1151,,,3,,,,,,,,,,,,82,account,ウォッシャー液,debit,369,ISO4217:JPY,,,,部門,030,名古屋,740,車両費,VehiclesExpense
0001-20090520-82-345-1-1151,,,4,,,,,,,,,,,,82,account,,debit,18,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-83-346-1-1153,,,,,,,,346-1153,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-83-346-1-1153,,,0,,,,,,,,,,,,83,account,旅費,debit,6286,ISO4217:JPY,,,,部門,030,名古屋,726,旅費交通費,TravelingExpense
0001-20090520-83-346-1-1153,,,1,,,,,,,,,,,,83,account,,debit,314,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-83-346-1-1153,,,2,,,,,,,,,,,,83,account,旅費,credit,6600,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090520-97-347-1-1155,,,,,,,,347-1155,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-97-347-1-1155,,,0,,,,,,,,,,,,97,account,コピー代,debit,38217,ISO4217:JPY,,,,部門,030,名古屋,754,事務用消耗品費,StationeryExpense
0001-20090520-97-347-1-1155,,,1,,,,,,,,,,,,97,account,,debit,1910,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-97-347-1-1155,,,2,,,,,,,,,,,,97,account,コピー代,credit,40127,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090520-98-348-1-1157,,,,,,,,348-1157,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090520-98-348-1-1157,,,0,,,,,,,,,,,,98,account,事務用品,debit,36743,ISO4217:JPY,,,,部門,030,名古屋,754,事務用消耗品費,StationeryExpense
0001-20090520-98-348-1-1157,,,1,,,,,,,,,,,,98,account,,debit,1837,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090520-98-348-1-1157,,,2,,,,,,,,,,,,98,account,事務用品,credit,38580,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090521-132-365-1-1191,,,,,,,,365-1191,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-132-365-1-1191,,,0,,,,,,,,,,,,132,account,電気代,debit,156512,ISO4217:JPY,,,,部門,040,大阪,736,水道光熱費,UtilitiesExpense
0001-20090521-132-365-1-1191,,,1,,,,,,,,,,,,132,account,,debit,7825,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-132-365-1-1191,,,2,,,,,,,,,,,,132,account,電気代,credit,172463,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090521-132-365-1-1191,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090521-132-365-1-1191,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090521-132-365-1-1191,,,3,,,,,,,,,,,,132,account,水道代,debit,7740,ISO4217:JPY,,,,部門,040,大阪,736,水道光熱費,UtilitiesExpense
0001-20090521-132-365-1-1191,,,4,,,,,,,,,,,,132,account,,debit,386,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-152-366-1-1193,,,,,,,,366-1193,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-152-366-1-1193,,,0,,,,,,,,,,,,152,account,食事代,debit,16000,ISO4217:JPY,,,,部門,050,九州,733,交際接待費,EntertainmentExpense
0001-20090521-152-366-1-1193,,,1,,,,,,,,,,,,152,account,,debit,800,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-152-366-1-1193,,,2,,,,,,,,,,,,152,account,食事代,credit,16800,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090521-160-367-1-1195,,,,,,,,367-1195,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-160-367-1-1195,,,0,,,,,,,,,,,,160,account,出張旅費,debit,66667,ISO4217:JPY,,,,部門,020,東京,726,旅費交通費,TravelingExpense
0001-20090521-160-367-1-1195,,,1,,,,,,,,,,,,160,account,,debit,3333,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-160-367-1-1195,,,2,,,,,,,,,,,,160,account,出張旅費,credit,70000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090521-163-368-1-1197,,,,,,,,368-1197,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-163-368-1-1197,,,0,,,,,,,,,,,,163,account,会費,debit,18000,ISO4217:JPY,,,,部門,050,九州,742,諸会費,MembershipExpense
0001-20090521-163-368-1-1197,,,1,,,,,,,,,,,,163,account,会費,credit,18000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090521-169-369-1-1199,,,,,,,,369-1199,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-169-369-1-1199,,,0,,,,,,,,,,,,169,account,電気料,debit,109906,ISO4217:JPY,,,,部門,050,九州,736,水道光熱費,UtilitiesExpense
0001-20090521-169-369-1-1199,,,1,,,,,,,,,,,,169,account,,debit,5495,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-169-369-1-1199,,,2,,,,,,,,,,,,169,account,電気料,credit,121980,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090521-169-369-1-1199,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090521-169-369-1-1199,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20090521-169-369-1-1199,,,3,,,,,,,,,,,,169,account,水道料,debit,6266,ISO4217:JPY,,,,部門,050,九州,736,水道光熱費,UtilitiesExpense
0001-20090521-169-369-1-1199,,,4,,,,,,,,,,,,169,account,,debit,313,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-25-360-1-1181,,,,,,,,360-1181,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-25-360-1-1181,,,0,,,,,,,,,,,,25,account,旅費,debit,53334,ISO4217:JPY,,,,部門,010,札幌,726,旅費交通費,TravelingExpense
0001-20090521-25-360-1-1181,,,1,,,,,,,,,,,,25,account,,debit,2666,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-25-360-1-1181,,,2,,,,,,,,,,,,25,account,旅費,credit,56000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090521-34-361-1-1183,,,,,,,,361-1183,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-34-361-1-1183,,,0,,,,,,,,,,,,34,account,電気代,debit,92672,ISO4217:JPY,,,,部門,010,札幌,736,水道光熱費,UtilitiesExpense
0001-20090521-34-361-1-1183,,,1,,,,,,,,,,,,34,account,,debit,4633,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-34-361-1-1183,,,2,,,,,,,,,,,,34,account,電気代,credit,103513,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090521-34-361-1-1183,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090521-34-361-1-1183,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090521-34-361-1-1183,,,3,,,,,,,,,,,,34,account,水道代,debit,5913,ISO4217:JPY,,,,部門,010,札幌,736,水道光熱費,UtilitiesExpense
0001-20090521-34-361-1-1183,,,4,,,,,,,,,,,,34,account,,debit,295,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-59-362-1-1185,,,,,,,,362-1185,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-59-362-1-1185,,,0,,,,,,,,,,,,59,account,旅費,debit,38096,ISO4217:JPY,,,,部門,020,東京,726,旅費交通費,TravelingExpense
0001-20090521-59-362-1-1185,,,1,,,,,,,,,,,,59,account,,debit,1904,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-59-362-1-1185,,,2,,,,,,,,,,,,59,account,旅費,credit,40000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090521-64-363-1-1187,,,,,,,,363-1187,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-64-363-1-1187,,,0,,,,,,,,,,,,64,account,電気料,debit,163192,ISO4217:JPY,,,,部門,020,東京,736,水道光熱費,UtilitiesExpense
0001-20090521-64-363-1-1187,,,1,,,,,,,,,,,,64,account,,debit,8159,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-64-363-1-1187,,,2,,,,,,,,,,,,64,account,電気料,credit,179907,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090521-64-363-1-1187,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090521-64-363-1-1187,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090521-64-363-1-1187,,,3,,,,,,,,,,,,64,account,水道料,debit,8149,ISO4217:JPY,,,,部門,020,東京,736,水道光熱費,UtilitiesExpense
0001-20090521-64-363-1-1187,,,4,,,,,,,,,,,,64,account,,debit,407,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-89-364-1-1189,,,,,,,,364-1189,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090521-89-364-1-1189,,,0,,,,,,,,,,,,89,account,電気料,debit,84438,ISO4217:JPY,,,,部門,030,名古屋,736,水道光熱費,UtilitiesExpense
0001-20090521-89-364-1-1189,,,1,,,,,,,,,,,,89,account,,debit,4221,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-89-364-1-1189,,,2,,,,,,,,,,,,89,account,電気料,credit,100194,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090521-89-364-1-1189,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090521-89-364-1-1189,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090521-89-364-1-1189,,,3,,,,,,,,,,,,89,account,水道料,debit,5680,ISO4217:JPY,,,,部門,030,名古屋,736,水道光熱費,UtilitiesExpense
0001-20090521-89-364-1-1189,,,4,,,,,,,,,,,,89,account,,debit,284,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090521-89-364-1-1189,,,5,,,,,,,,,,,,89,account,ガス代,debit,5306,ISO4217:JPY,,,,部門,030,名古屋,736,水道光熱費,UtilitiesExpense
0001-20090521-89-364-1-1189,,,6,,,,,,,,,,,,89,account,,debit,265,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-104-376-1-1213,,,,,,,,376-1213,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-104-376-1-1213,,,0,,,,,,,,,,,,104,account,手土産代　五越百貨店,debit,2524,ISO4217:JPY,,,,部門,040,大阪,733,交際接待費,EntertainmentExpense
0001-20090522-104-376-1-1213,,,1,,,,,,,,,,,,104,account,,debit,126,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-104-376-1-1213,,,2,,,,,,,,,,,,104,account,手土産代　五越百貨店,credit,2650,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-138-377-1-1215,,,,,,,,377-1215,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-138-377-1-1215,,,0,,,,,,,,,,,,138,account,ガソリン代,debit,5650,ISO4217:JPY,,,,部門,040,大阪,740,車両費,VehiclesExpense
0001-20090522-138-377-1-1215,,,1,,,,,,,,,,,,138,account,,debit,282,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-138-377-1-1215,,,2,,,,,,,,,,,,138,account,ガソリン代,credit,11072,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-138-377-1-1215,,,3,,,,,,,,,,,,138,account,高速代,debit,4896,ISO4217:JPY,,,,部門,040,大阪,740,車両費,VehiclesExpense
0001-20090522-138-377-1-1215,,,4,,,,,,,,,,,,138,account,,debit,244,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-165-378-1-1217,,,,,,,,378-1217,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-165-378-1-1217,,,0,,,,,,,,,,,,165,account,トイレットペーパー代,debit,2000,ISO4217:JPY,,,,部門,050,九州,791,雑費,MiscellaneousExpense
0001-20090522-165-378-1-1217,,,1,,,,,,,,,,,,165,account,,debit,100,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-165-378-1-1217,,,2,,,,,,,,,,,,165,account,トイレットペーパー代,credit,2100,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-166-379-1-1219,,,,,,,,379-1219,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-166-379-1-1219,,,0,,,,,,,,,,,,166,account,ダスキン代,debit,1800,ISO4217:JPY,,,,部門,050,九州,791,雑費,MiscellaneousExpense
0001-20090522-166-379-1-1219,,,1,,,,,,,,,,,,166,account,,debit,90,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-166-379-1-1219,,,2,,,,,,,,,,,,166,account,ダスキン代,credit,1890,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-38-371-1-1203,,,,,,,,371-1203,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-38-371-1-1203,,,0,,,,,,,,,,,,38,account,宿泊費,debit,50477,ISO4217:JPY,,,,部門,020,東京,724,福利厚生費,WelfareExpense
0001-20090522-38-371-1-1203,,,1,,,,,,,,,,,,38,account,,debit,2523,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-38-371-1-1203,,,2,,,,,,,,,,,,38,account,宿泊費,credit,53000,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090522-7-370-1-1201,,,,,,,,370-1201,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-7-370-1-1201,,,0,,,,,,,,,,,,7,account,食事代　打合せ昼食　2名,debit,5239,ISO4217:JPY,,,,部門,010,札幌,733,交際接待費,EntertainmentExpense
0001-20090522-7-370-1-1201,,,1,,,,,,,,,,,,7,account,,debit,261,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-7-370-1-1201,,,2,,,,,,,,,,,,7,account,食事代　打合せ昼食　2名,credit,7700,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-7-370-1-1201,,,3,,,,,,,,,,,,7,account,食事代　喫茶コーヒー代　4名,debit,2096,ISO4217:JPY,,,,部門,010,札幌,733,交際接待費,EntertainmentExpense
0001-20090522-7-370-1-1201,,,4,,,,,,,,,,,,7,account,,debit,104,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-73-372-1-1205,,,,,,,,372-1205,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-73-372-1-1205,,,0,,,,,,,,,,,,73,account,ゴルフプレー代,debit,9143,ISO4217:JPY,,,,部門,020,東京,733,交際接待費,EntertainmentExpense
0001-20090522-73-372-1-1205,,,1,,,,,,,,,,,,73,account,,debit,457,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-73-372-1-1205,,,2,,,,,,,,,,,,73,account,ゴルフプレー代,credit,9600,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-74-373-1-1207,,,,,,,,373-1207,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-74-373-1-1207,,,0,,,,,,,,,,,,74,account,食事代　カナッシュ2名,debit,5543,ISO4217:JPY,,,,部門,030,名古屋,733,交際接待費,EntertainmentExpense
0001-20090522-74-373-1-1207,,,1,,,,,,,,,,,,74,account,,debit,277,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-74-373-1-1207,,,2,,,,,,,,,,,,74,account,食事代　カナッシュ2名,credit,5820,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-90-374-1-1209,,,,,,,,374-1209,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-90-374-1-1209,,,0,,,,,,,,,,,,90,account,ダスキン代,debit,10000,ISO4217:JPY,,,,部門,030,名古屋,791,雑費,MiscellaneousExpense
0001-20090522-90-374-1-1209,,,1,,,,,,,,,,,,90,account,,debit,500,ISO4217:JPY,,,,部門,030,名古屋,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090522-90-374-1-1209,,,2,,,,,,,,,,,,90,account,ダスキン代,credit,10500,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090522-95-375-1-1211,,,,,,,,375-1211,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090522-95-375-1-1211,,,0,,,,,,,,,,,,95,account,清掃料,debit,68262,ISO4217:JPY,,,,部門,030,名古屋,791,雑費,MiscellaneousExpense
